Code,종목명,섹터,종가,MA5,MA20,거래량배수,5일수익률(%),시총_억,평가
006800,미래에셋증권,증권,70300,68000.0,67860.0,2.31,5.08,393376,○ 양호(거래량 2.3배)
018670,SK가스,가스유틸리티,266500,272700.0,253125.0,1.56,2.5,24671,△ 보통(거래량 1.6배)
035250,강원랜드,"호텔,레스토랑,레저",16950,17166.0,16940.0,1.53,0.0,36263,△ 보통(거래량 1.5배)
