Code,종목명,섹터,종가,MA5,MA20,거래량배수,5일수익률(%),시총_억,평가
023590,다우기술,증권,44250,47840.0,48280.0,2.26,-7.23,19155,○ 양호(거래량 2.3배)
000270,기아,자동차,168300,163940.0,157250.0,2.24,9.29,657065,○ 양호(거래량 2.2배)
475150,SK이터닉스,에너지장비및서비스,51700,51700.0,54520.0,1.86,-6.34,17613,△ 보통(거래량 1.9배)
001720,신영증권,증권,186500,200560.0,203170.0,1.86,-9.69,30661,△ 보통(거래량 1.9배)
039490,키움증권,증권,420000,456400.0,448750.0,1.72,-0.59,110159,△ 보통(거래량 1.7배)
161390,한국타이어앤테크놀로지,자동차부품,59200,61320.0,61405.0,1.53,-3.74,73334,△ 보통(거래량 1.5배)
