섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,16,13.16,14.27,,32293878
은행,11,12.36,7.87,,2227200
조선,14,23.31,22.5,,1567582
제약,62,-5.39,4.38,,1546045
자동차,10,10.99,9.16,19.08,1433970
전기제품,11,197.66,-9.42,,1390189
전자장비와기기,20,21.52,0.64,,1360052
복합기업,17,23.16,2.65,,1248468
전기장비,14,9.28,17.0,,1211033
우주항공과국방,8,38.19,18.71,,1087250
석유와가스,12,-2.83,-1.49,,990285
증권,33,6.63,8.4,,911747
화학,72,19.54,5.75,9.17,793997
기계,22,-0.89,3.62,18.56,792500
자동차부품,73,-49.81,5.24,,749309
생명보험,3,18.51,5.56,,702003
손해보험,11,2.7,12.67,,553165
IT서비스,14,33.64,7.52,,507176
양방향미디어와서비스,3,28.26,5.08,,496049
건설,39,7.91,7.26,,461863
화장품,19,16.1,15.5,,407723
철강,36,-3.37,0.36,17.24,389820
전자제품,4,-54.58,4.36,,363374
식품,52,5.37,1.25,,361423
비철금속,26,1.67,3.38,9.1,320898
전기유틸리티,4,58.62,11.65,,282444
무선통신서비스,3,19.53,4.67,,265785
해운사,8,13.56,7.94,,249690
항공사,8,-54.68,-83.43,,240449
게임엔터테인먼트,5,8.94,11.92,,208415
항공화물운송과물류,10,4.52,7.48,,184441
백화점과일반상점,12,18.83,1.63,,183360
에너지장비및서비스,10,76.36,2.08,,180508
담배,1,13.73,11.77,,176789
"섬유,의류,신발,호화품",45,11.84,6.0,11.27,168528
기타,27,,,,140021
무역회사와판매업체,7,8.71,84.01,,139775
다각화된통신서비스,1,10.68,10.22,,138360
방송과엔터테인먼트,8,24.89,-2.5,,94899
건축자재,31,3.39,3.39,,93881
가정용기기와용품,5,6.33,13.41,,93866
부동산,28,51.1,1.87,16.7,93161
가스유틸리티,11,5.52,7.33,,79688
"호텔,레스토랑,레저",9,5.85,3.32,,73904
운송인프라,3,5.52,10.46,,62846
카드,1,8.71,7.45,,54048
상업서비스와공급품,9,9.41,9.04,,47009
디스플레이패널,2,-3.41,3.44,,46605
통신장비,3,13.43,8.28,,31966
광고,3,7.19,10.32,,30405
도로와철도운송,5,-8.07,-10.84,,27129
포장재,16,-26.75,2.12,,25639
음료,9,-7.41,3.71,,25481
건강관리장비와용품,5,8.19,-4.92,,17419
가구,7,25.14,4.35,,15841
핸드셋,3,-9.8,4.47,,14828
복합유틸리티,1,2.48,14.84,,8765
디스플레이장비및부품,3,-1579.88,-3.54,,7747
종이와목재,10,-0.47,-4.97,,7111
사무용전자제품,1,10.31,1.88,,3906
창업투자,1,16.08,5.99,,3272
건축제품,4,-1.28,-1.76,,2350
교육서비스,4,-3.94,-10.34,11.47,2306
출판,2,3.19,96.89,,2249
건강관리업체및서비스,1,3.52,11.08,,2247
식품과기본식료품소매,2,2.26,11.89,,1704
전문소매,1,-6.04,-0.26,,1490
레저용장비와제품,2,2.55,6.36,,1462
가정용품,2,,,,1246
소프트웨어,1,7.76,5.56,,1239
판매업체,2,-57.4,-9.09,,1171
생물공학,2,,,,1026
컴퓨터와주변기기,2,,,,604
문구류,1,,,,256
