Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
001470,삼부토건,건설,0.01,73.64,5820,2278,0.014,◎ 매우 저평가
013520,화승코퍼레이션,자동차부품,1.75,31.51,2595,1299,0.074,◎ 매우 저평가
002380,KCC,건축자재,1.2,23.51,498500,42836,0.092,◎ 매우 저평가
016880,웅진,출판,3.19,96.89,2025,1619,0.106,◎ 매우 저평가
136490,선진,식품,3.13,23.5,11260,2678,0.184,○ 저평가
015760,한국전력,전기유틸리티,2.68,19.4,32750,210243,0.206,○ 저평가
096760,JW홀딩스,제약,3.66,23.57,4180,3090,0.213,○ 저평가
003650,미창석유,화학,1.85,15.44,130800,2275,0.238,○ 저평가
023590,다우기술,증권,2.25,15.95,37950,16428,0.245,○ 저평가
402340,SK스퀘어,반도체와반도체장비,4.53,37.82,1125000,1484145,0.262,○ 저평가
