Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,15784952,270000,18314016,12.11,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,13024679,1783000,3480094,7.95,44.15,,◎ 대장주(#2)
005935,삼성전자우,반도체와반도체장비,1601533,199600,3937232,8.95,,,◎ 대장주(#3)
402340,SK스퀘어,반도체와반도체장비,1484145,1125000,543798,4.53,37.82,,○ 우량주(#4)
009150,삼성전기,전자장비와기기,1086046,1454000,548317,111.98,7.7,,○ 우량주(#5)
005380,현대차,자동차,804698,393000,431118,12.8,8.41,,○ 우량주(#6)
207940,삼성바이오로직스,제약,678625,1466000,32116,40.5,19.44,,○ 우량주(#7)
032830,삼성생명,생명보험,624000,312000,258722,22.27,4.96,,△ 중대형(#8)
105560,KB금융,은행,623896,175900,645124,10.51,9.98,,△ 중대형(#9)
028260,삼성물산,복합기업,622724,384000,278019,23.24,6.02,,△ 중대형(#10)
