Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
000660,SK하이닉스,반도체와반도체장비,18209545,2555000,8050335,24.68,44.15,,◎ 대장주(#1)
005930,삼성전자,반도체와반도체장비,18123464,310000,41266630,25.06,10.85,,◎ 대장주(#2)
402340,SK스퀘어,반도체와반도체장비,2417478,1832000,2538990,15.56,37.82,,◎ 대장주(#3)
005935,삼성전자우,반도체와반도체장비,1624802,202500,4764901,16.37,,,○ 우량주(#4)
009150,삼성전기,전자장비와기기,1486405,1990000,1212394,187.97,7.7,,○ 우량주(#5)
005380,현대차,자동차,1046312,511000,1868817,15.75,8.41,,○ 우량주(#6)
032830,삼성생명,생명보험,850000,425000,710092,29.6,4.96,,○ 우량주(#7)
028260,삼성물산,복합기업,737862,455000,957626,30.51,6.02,,△ 중대형(#8)
329180,HD현대중공업,조선,617172,588000,351455,29.06,18.82,,△ 중대형(#9)
207940,삼성바이오로직스,제약,589284,1273000,61840,41.36,19.44,,△ 중대형(#10)
