Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
019180,티에이치엔,자동차부품,1.33,36.85,6000,1080,0.04,◎ 매우 저평가
013520,화승코퍼레이션,자동차부품,1.55,31.51,2340,1171,0.061,◎ 매우 저평가
002990,금호건설,건설,1.89,26.79,3730,1390,0.083,◎ 매우 저평가
016880,웅진,출판,3.06,96.89,1814,1450,0.085,◎ 매우 저평가
031440,신세계푸드,"호텔,레스토랑,레저",2.04,23.71,40050,1551,0.108,◎ 매우 저평가
136490,선진,식품,1.86,23.5,8800,2093,0.108,◎ 매우 저평가
002380,KCC,건축자재,2.48,23.51,478500,41117,0.134,◎ 매우 저평가
001450,현대해상,손해보험,3.06,20.6,36000,30689,0.2,○ 저평가
015760,한국전력,전기유틸리티,2.67,19.4,36250,232712,0.206,○ 저평가
096760,JW홀딩스,제약,3.89,23.57,3630,2683,0.235,○ 저평가
