섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,16,20.7,14.27,,40813811
은행,11,10.95,7.87,,1953173
전자장비와기기,20,40.03,0.59,,1904307
조선,14,-0.96,22.5,,1790789
자동차,10,8.66,9.16,14.09,1727403
전기장비,14,60.34,17.0,,1396544
복합기업,17,49.46,2.65,,1386105
전기제품,11,9.92,-9.42,,1341080
제약,62,3.64,4.53,,1327305
우주항공과국방,8,45.79,18.71,,1244619
증권,33,8.37,8.33,8.71,953944
생명보험,4,17.71,5.94,,929621
석유와가스,12,8.73,-0.77,,859487
자동차부품,74,5.12,5.64,20.0,813183
화학,72,-63.06,6.43,9.72,807448
기계,22,17.83,3.11,19.73,800231
손해보험,11,9.38,12.67,,490938
IT서비스,14,34.52,7.52,,488804
양방향미디어와서비스,3,19.35,5.08,,470396
건설,39,13.1,6.92,,418870
철강,36,1.82,0.21,14.4,370739
전자제품,4,-21.19,4.36,,342694
화장품,19,8.95,15.5,,326389
식품,52,2.0,1.03,,318714
전기유틸리티,4,60.6,11.65,,297046
비철금속,26,6.55,3.38,8.88,284500
무선통신서비스,3,32.08,4.67,,253773
백화점과일반상점,12,25.32,1.63,,243886
게임엔터테인먼트,5,10.18,11.92,,217061
해운사,8,13.72,7.94,,214017
항공사,8,5.71,-83.43,,194529
담배,1,17.0,11.77,,179177
"섬유,의류,신발,호화품",45,15.7,4.98,12.05,166715
항공화물운송과물류,10,-3.32,6.89,,166585
에너지장비및서비스,10,-6.16,2.08,,165818
기타,25,,,,144521
다각화된통신서비스,1,8.56,10.22,,132059
무역회사와판매업체,7,12.57,84.01,,125676
방송과엔터테인먼트,8,45.12,-12.33,,100206
부동산,28,31.37,1.34,17.59,94345
건축자재,31,-19.28,3.53,,85647
가정용기기와용품,5,6.71,13.41,,83640
"호텔,레스토랑,레저",10,9.93,5.36,,79585
가스유틸리티,11,5.41,7.33,,72341
운송인프라,3,5.68,10.46,,65562
디스플레이패널,2,-74.72,3.44,,61410
카드,1,8.73,7.45,,53932
상업서비스와공급품,9,13.24,9.04,,41864
소프트웨어,2,23.13,10.78,,36138
통신장비,3,45.25,8.28,,34718
광고,3,8.04,10.32,,29922
음료,9,6.76,3.76,,25239
포장재,16,-13.13,2.28,,23009
도로와철도운송,5,-4.88,-7.55,,19895
건강관리장비와용품,5,12.58,-4.92,,17105
핸드셋,3,-12.69,4.47,,14005
가구,7,17.62,4.35,,13888
인터넷과카탈로그소매,1,8.83,4.36,,9420
복합유틸리티,1,2.38,14.84,9.33,7642
디스플레이장비및부품,3,13.93,7.49,,7289
종이와목재,10,60.99,-4.97,9.21,6607
사무용전자제품,1,15.13,1.88,,3867
창업투자,1,11.69,5.99,,2520
교육서비스,4,,,12.44,2204
건축제품,4,-3.77,-11.82,,2158
출판,2,3.06,96.89,,2037
식품과기본식료품소매,2,2.88,11.89,,1580
건강관리업체및서비스,1,3.68,11.08,,1571
전문소매,1,-16.81,-0.26,,1520
레저용장비와제품,2,4.18,6.36,,1428
가정용품,2,,,,1214
판매업체,2,,,,1026
생물공학,2,,,,994
컴퓨터와주변기기,2,,,,645
문구류,1,,,,221
