Code,종목명,섹터,종가,MA5,MA20,거래량배수,5일수익률(%),시총_억,평가
001450,현대해상,손해보험,38850,34710.0,31655.0,3.76,29.07,33119,◎ 강한신호(거래량 3.8배)
088350,한화생명,생명보험,5800,5466.0,5055.0,2.56,19.71,50375,○ 양호(거래량 2.6배)
003690,코리안리,손해보험,14210,13098.0,12456.5,2.29,20.02,25112,○ 양호(거래량 2.3배)
001430,세아베스틸지주,철강,71400,72380.0,71815.0,2.25,6.25,25606,○ 양호(거래량 2.2배)
