Code,종목명,섹터,종가,RSI14,5일수익률(%),PER,ROE,시총_억,평가
439260,대한조선,조선,67300,0.0,-11.45,9.21,32.19,25928,◎ 극과매도(RSI 0)
017960,한국카본,조선,36250,1.27,-16.67,19.71,19.3,18951,◎ 극과매도(RSI 1)
112610,씨에스윈드,에너지장비및서비스,51400,2.13,-10.92,62.45,3.02,21676,◎ 극과매도(RSI 2)
097230,HJ중공업,건설,21700,6.94,-14.57,35.87,10.15,19594,◎ 극과매도(RSI 7)
052690,한전기술,전기유틸리티,140000,7.78,-14.37,62.67,14.2,53508,◎ 극과매도(RSI 8)
071970,HD현대마린엔진,조선,74700,9.68,-15.5,15.35,41.36,25339,◎ 극과매도(RSI 10)
051600,한전KPS,전기유틸리티,53900,9.85,-6.1,19.52,9.29,24255,◎ 극과매도(RSI 10)
000120,CJ대한통운,항공화물운송과물류,88600,10.44,-7.42,8.35,5.98,20212,◎ 극과매도(RSI 10)
450080,에코프로머티,전기제품,61200,15.57,-14.64,187.16,2.56,43272,◎ 극과매도(RSI 16)
042660,한화오션,조선,111900,17.86,-8.28,22.41,22.59,342877,◎ 극과매도(RSI 18)
