섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,14,24.92,11.03,,30388144
복합기업,18,41.4,5.35,,2649392
자동차,10,18.83,9.16,12.15,2012249
은행,11,11.8,7.87,,1981984
조선,14,-78.14,20.72,,1971677
전기제품,12,5.27,-11.78,,1603084
전기장비,14,69.45,16.91,,1600387
제약,62,-18.28,3.48,,1472251
우주항공과국방,8,44.16,15.63,,1434977
전자장비와기기,21,54.01,2.71,,1190136
증권,33,10.0,8.33,,1169135
화학,72,29.47,5.74,8.51,970855
기계,22,34.64,3.04,16.84,951388
자동차부품,73,4.5,5.67,,868165
석유와가스,11,24.97,-0.77,,790338
생명보험,4,16.93,5.94,,707070
건설,39,10.17,4.19,,510154
철강,36,-29.12,-0.18,10.01,506755
양방향미디어와서비스,3,24.78,5.08,,495892
IT서비스,14,38.21,9.05,,493006
손해보험,11,8.53,12.67,,478031
식품,52,9.42,1.22,,376868
화장품,19,16.34,15.5,,376054
비철금속,26,19.01,3.38,8.6,365862
전기유틸리티,4,51.82,11.65,,334070
전자제품,4,22.12,4.36,,326031
무선통신서비스,3,32.14,4.67,,277277
게임엔터테인먼트,5,13.99,11.92,,249960
해운사,8,10.89,8.06,,237721
백화점과일반상점,12,72.09,1.63,,221875
"섬유,의류,신발,호화품",47,15.04,5.12,11.71,212042
항공사,8,1.25,-83.43,,197309
항공화물운송과물류,10,-12.32,7.48,,191928
담배,1,19.75,11.77,,183952
기타,25,,,,180146
에너지장비및서비스,9,23.49,6.17,,161399
무역회사와판매업체,6,9.4,97.89,,156245
다각화된통신서비스,1,8.18,10.22,,141636
방송과엔터테인먼트,8,17.02,-12.33,7.78,120306
부동산,30,61.12,1.27,15.04,103979
건축자재,31,-5.5,3.53,,95779
"호텔,레스토랑,레저",10,12.38,5.36,,92285
가정용기기와용품,5,11.18,11.76,,89883
가스유틸리티,11,8.15,7.33,,83521
운송인프라,3,5.84,10.46,,67659
디스플레이패널,2,28.06,3.44,,64060
카드,1,8.82,7.45,,56945
통신장비,3,43.86,8.28,,44629
상업서비스와공급품,9,6.76,9.04,,43008
소프트웨어,2,31.56,10.78,,39203
광고,3,9.05,10.32,,32120
음료,9,-5.36,3.71,,28500
포장재,16,24.75,2.12,,28029
도로와철도운송,5,-4.28,-7.55,,22941
건강관리장비와용품,5,17.75,-4.92,,21022
핸드셋,3,1788.17,4.47,,17848
가구,7,7.75,4.35,,15848
인터넷과카탈로그소매,1,10.11,4.36,,10008
디스플레이장비및부품,3,10.49,7.49,,9378
종이와목재,10,4.95,-4.64,,8648
복합유틸리티,1,2.54,14.84,8.28,8615
사무용전자제품,1,22.25,1.88,,4304
창업투자,1,24.32,5.99,,3404
교육서비스,4,-1.31,-3.13,9.75,3049
건축제품,4,1.61,-1.76,,2666
출판,2,1.51,96.89,,2577
전문소매,2,-67.96,-0.26,,1989
건강관리업체및서비스,1,6.63,11.08,,1935
식품과기본식료품소매,2,3.16,11.89,,1892
생물공학,2,-2.2,-81.98,,1814
레저용장비와제품,2,6.92,6.36,,1684
가정용품,2,,,,1471
판매업체,2,-12.14,-9.09,,1257
컴퓨터와주변기기,2,,,,774
문구류,1,,,,287
