Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
013520,화승코퍼레이션,자동차부품,1.61,31.51,2425,1214,0.054,◎ 매우 저평가
016880,웅진,출판,3.19,96.89,1892,1512,0.086,◎ 매우 저평가
031440,신세계푸드,"호텔,레스토랑,레저",1.94,23.71,38150,1477,0.097,◎ 매우 저평가
136490,선진,식품,1.95,23.5,9250,2200,0.112,◎ 매우 저평가
002380,KCC,건축자재,1.98,23.51,380500,32696,0.112,◎ 매우 저평가
015760,한국전력,전기유틸리티,2.48,19.4,33650,216021,0.183,○ 저평가
001450,현대해상,손해보험,3.27,20.6,38450,32778,0.214,○ 저평가
002990,금호건설,건설,4.1,26.79,8090,3014,0.234,○ 저평가
096760,JW홀딩스,제약,3.98,23.57,3715,2746,0.239,○ 저평가
023590,다우기술,증권,2.56,15.95,34950,15129,0.255,○ 저평가
