Code,종목명,섹터,종가,RSI14,5일수익률(%),PER,ROE,시총_억,평가
023530,롯데쇼핑,백화점과일반상점,122700,16.52,-5.9,21.22,0.34,34710,◎ 극과매도(RSI 17)
462870,시프트업,게임엔터테인먼트,30100,16.76,-3.99,9.23,22.71,17681,◎ 극과매도(RSI 17)
069960,현대백화점,백화점과일반상점,127400,20.58,-9.06,13.86,4.64,27474,○ 과매도(RSI 21)
011070,LG이노텍,전자장비와기기,514000,22.73,-18.28,25.09,6.14,121649,○ 과매도(RSI 23)
001040,CJ,복합기업,125400,24.36,-3.61,29.6,2.69,36588,○ 과매도(RSI 24)
005380,현대차,자동차,364000,24.73,-8.77,11.22,8.41,745318,○ 과매도(RSI 25)
004170,신세계,백화점과일반상점,465500,25.98,-17.17,58.61,0.32,43967,△ 약과매도(RSI 26)
028260,삼성물산,복합기업,305000,26.71,-11.21,20.45,6.02,494611,△ 약과매도(RSI 27)
009420,한올바이오파마,제약,45200,26.74,-6.13,-465.98,-3.37,23613,△ 약과매도(RSI 27)
278470,에이피알,화장품,333500,27.16,-8.63,35.11,75.3,124856,△ 약과매도(RSI 27)
