섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,16,17.1,14.27,,32971696
은행,11,11.37,7.87,,2134835
조선,14,-0.71,22.5,,1672211
자동차,10,8.35,9.16,15.87,1608684
제약,62,3.74,3.15,,1428358
전자장비와기기,20,30.11,0.59,,1384980
전기제품,11,3.78,-9.42,,1282382
전기장비,14,55.27,16.91,,1261144
복합기업,17,42.93,2.65,,1170608
우주항공과국방,8,43.24,18.71,,1134902
석유와가스,12,8.29,-0.77,,971893
증권,33,8.09,8.4,,965718
자동차부품,73,4.84,5.67,,849693
화학,72,-49.53,5.75,8.98,762707
생명보험,4,15.11,5.94,,732920
기계,22,15.09,3.11,19.9,698821
양방향미디어와서비스,3,21.56,5.08,,511175
손해보험,11,10.46,12.67,,510293
IT서비스,14,33.33,7.52,,470981
건설,39,13.72,7.26,,419346
철강,36,4.24,0.72,15.21,370374
화장품,19,12.43,15.5,,363897
식품,52,2.24,1.25,,336412
전자제품,4,-20.04,4.36,,318391
전기유틸리티,4,57.3,11.65,,289844
무선통신서비스,3,35.14,4.67,,276787
비철금속,26,6.46,3.38,8.84,274378
해운사,8,9.22,8.06,,241486
게임엔터테인먼트,5,10.02,11.92,,219194
백화점과일반상점,12,22.48,1.63,,209698
항공사,8,5.6,-83.43,,191038
담배,1,17.69,11.77,,186444
"섬유,의류,신발,호화품",45,15.21,5.45,11.09,183932
항공화물운송과물류,10,-1.72,7.48,,180757
에너지장비및서비스,10,1.66,2.08,,175099
무역회사와판매업체,7,14.34,84.01,,141476
기타,25,,,,140409
다각화된통신서비스,1,8.61,10.22,,132815
방송과엔터테인먼트,8,51.56,-2.5,,106619
부동산,28,33.94,1.34,17.09,95020
가정용기기와용품,5,7.11,13.41,,88332
건축자재,31,1.48,3.39,,84514
가스유틸리티,11,5.8,7.33,,79816
"호텔,레스토랑,레저",10,9.08,5.36,,73427
운송인프라,3,5.75,10.46,,64133
카드,1,9.03,7.45,,55786
디스플레이패널,2,-64.29,3.44,,52910
상업서비스와공급품,9,13.43,9.04,,43093
광고,3,7.82,10.32,9.31,30214
통신장비,3,37.61,8.28,,29140
음료,9,2.44,3.71,,25208
포장재,16,-24.86,2.12,,23160
도로와철도운송,5,-9.33,-10.84,,23067
건강관리장비와용품,5,12.33,-4.92,,17072
가구,7,18.72,4.35,,15748
핸드셋,3,-11.59,4.47,,12713
복합유틸리티,1,2.35,14.84,9.41,7572
디스플레이장비및부품,3,13.1,7.49,,7137
종이와목재,10,67.27,-4.03,,6730
사무용전자제품,1,15.75,1.88,,4027
창업투자,1,13.81,5.99,,2978
출판,2,3.46,96.89,,2274
건축제품,4,-3.94,-11.82,,2236
교육서비스,4,-2.35,-12.33,14.63,2218
건강관리업체및서비스,1,4.33,11.08,,1847
식품과기본식료품소매,2,3.02,11.89,,1661
전문소매,1,-16.48,-0.26,,1490
레저용장비와제품,2,3.97,6.36,,1417
가정용품,2,,,,1245
소프트웨어,1,9.27,5.56,,1159
생물공학,2,,,,1066
판매업체,2,,,,914
컴퓨터와주변기기,2,,,,642
문구류,1,,,,374
