Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
019180,티에이치엔,자동차부품,1.33,36.85,6000,1080,0.036,◎ 매우 저평가
013520,화승코퍼레이션,자동차부품,1.71,31.51,2575,1289,0.058,◎ 매우 저평가
031440,신세계푸드,"호텔,레스토랑,레저",1.94,23.71,38150,1477,0.094,◎ 매우 저평가
016880,웅진,출판,3.46,96.89,2050,1639,0.101,◎ 매우 저평가
136490,선진,식품,2.06,23.5,9790,2328,0.108,◎ 매우 저평가
002380,KCC,건축자재,2.29,23.51,440500,37852,0.115,◎ 매우 저평가
015760,한국전력,전기유틸리티,2.62,19.4,35600,228539,0.18,○ 저평가
001450,현대해상,손해보험,3.28,20.6,38600,32906,0.191,○ 저평가
096760,JW홀딩스,제약,4.1,23.57,3825,2828,0.227,○ 저평가
023590,다우기술,증권,2.84,15.95,38800,16795,0.248,○ 저평가
