Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,18532703,317000,37241537,25.62,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,16627346,2333000,8518013,22.54,44.15,,◎ 대장주(#2)
402340,SK스퀘어,복합기업,1627047,1233000,1355931,10.47,37.82,,◎ 대장주(#3)
005935,삼성전자우,반도체와반도체장비,1624802,202500,9498746,16.37,,,○ 우량주(#4)
009150,삼성전기,전자장비와기기,1588735,2127000,2960769,200.91,7.7,,○ 우량주(#5)
005380,현대차,자동차,1480399,723000,3095790,22.29,8.41,,○ 우량주(#6)
032830,삼성생명,생명보험,777000,388500,789483,33.74,4.96,,○ 우량주(#7)
329180,HD현대중공업,조선,730530,696000,817753,34.39,18.82,,△ 중대형(#8)
028260,삼성물산,복합기업,701375,432500,1049549,29.0,6.02,,△ 중대형(#9)
012330,현대모비스,자동차부품,696826,768000,1963281,20.06,7.68,,△ 중대형(#10)
