Code,종목명,섹터,종가,RSI14,5일수익률(%),PER,ROE,시총_억,평가
017960,한국카본,조선,32250,8.56,-9.79,17.54,19.3,16666,◎ 극과매도(RSI 9)
001440,대한전선,전기장비,45450,11.7,-18.84,173.47,5.48,89079,◎ 극과매도(RSI 12)
00680K,미래에셋증권2우B,기타,15610,12.62,-12.16,,,21308,◎ 극과매도(RSI 13)
103590,일진전기,전기장비,92900,15.03,-15.85,37.89,19.08,44300,◎ 극과매도(RSI 15)
439260,대한조선,조선,63200,16.55,-7.06,8.57,32.19,24072,◎ 극과매도(RSI 17)
017800,현대엘리베이터,기계,78800,16.72,-5.17,12.11,20.11,30805,◎ 극과매도(RSI 17)
000120,CJ대한통운,항공화물운송과물류,85500,17.03,-3.93,8.1,5.98,19505,◎ 극과매도(RSI 17)
052690,한전기술,전기유틸리티,134300,17.94,-5.75,152.96,14.2,51329,◎ 극과매도(RSI 18)
112610,씨에스윈드,에너지장비및서비스,47500,18.14,-6.86,-116.71,3.02,20031,◎ 극과매도(RSI 18)
071970,HD현대마린엔진,조선,71100,18.73,-7.06,13.45,41.36,24118,◎ 극과매도(RSI 19)
