Code,종목명,섹터,DIV,DPS,PER,ROE,종가,시총_억,평가
348950,제이알글로벌리츠,부동산,26.23,310.0,14.41,1.35,1182,2333,◎ 초고배당(26.2%)
432320,KB스타리츠,부동산,21.57,312.0,-7.58,-7.28,1447,2182,◎ 초고배당(21.6%)
017800,현대엘리베이터,기계,17.78,14010.0,12.11,20.11,78800,30805,◎ 초고배당(17.8%)
381970,케이카,자동차,13.22,1200.0,9.46,22.63,9080,4433,◎ 초고배당(13.2%)
016450,한세예스24홀딩스,"섬유,의류,신발,호화품",11.52,500.0,-7.91,-6.86,4340,1736,◎ 초고배당(11.5%)
400760,NH올원리츠,부동산,10.55,316.0,107.14,0.72,3000,1648,◎ 초고배당(10.6%)
377190,디앤디플랫폼리츠,부동산,10.04,246.0,28.16,0.75,2450,2166,◎ 초고배당(10.0%)
350520,이지스레지던스리츠,부동산,8.91,300.0,10.39,3.78,3365,1241,◎ 초고배당(8.9%)
334890,이지스밸류플러스리츠,부동산,8.78,330.0,10.15,3.15,3755,2608,◎ 초고배당(8.8%)
104700,한국철강,철강,8.63,750.0,-19.31,-1.13,8690,3168,◎ 초고배당(8.6%)
