섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,16,11.82,14.27,,30930382
은행,11,11.54,7.87,,2190342
제약,62,-6.02,4.44,,1580497
조선,14,23.54,22.5,,1551055
자동차,10,11.57,9.16,18.66,1462051
전기제품,11,205.47,-9.42,,1430166
전자장비와기기,20,22.94,0.91,,1350282
복합기업,17,22.86,2.65,,1237065
전기장비,14,7.93,17.0,,1194214
우주항공과국방,8,38.44,18.71,,1104274
석유와가스,12,-2.8,-1.49,,959525
증권,33,7.88,8.4,,903526
화학,72,20.37,5.75,9.16,819069
자동차부품,73,-45.86,5.55,,763911
기계,22,-2.43,3.62,18.73,742504
생명보험,3,18.73,5.56,,700765
손해보험,11,11.2,12.67,,566005
IT서비스,14,33.46,7.52,,507857
양방향미디어와서비스,3,28.47,5.08,,491372
건설,39,8.0,4.8,,439934
화장품,19,16.92,15.5,,439575
철강,36,-2.88,0.36,13.0,392921
식품,52,5.57,1.25,,379836
전자제품,4,-51.87,4.36,,350545
비철금속,26,1.58,3.38,8.99,328712
전기유틸리티,4,54.5,11.65,,274310
무선통신서비스,3,19.7,4.67,,268055
해운사,8,13.32,7.94,,245886
항공사,8,-48.26,-83.43,,220652
게임엔터테인먼트,5,9.35,11.92,,218002
백화점과일반상점,12,19.0,1.63,,189230
항공화물운송과물류,10,4.5,7.48,,184109
에너지장비및서비스,10,74.01,2.08,,181636
담배,1,14.1,11.77,,181564
"섬유,의류,신발,호화품",45,11.15,5.45,11.02,170725
기타,27,,,,145061
무역회사와판매업체,7,8.74,84.01,,140641
다각화된통신서비스,1,10.5,10.22,,136092
부동산,28,18.0,1.42,18.01,94806
가정용기기와용품,5,6.35,13.41,,94072
방송과엔터테인먼트,8,25.38,-2.5,,94008
건축자재,31,4.32,3.84,,93968
가스유틸리티,11,5.57,7.33,,81621
"호텔,레스토랑,레저",9,6.11,3.32,,75949
운송인프라,3,5.55,10.46,,63163
카드,1,8.64,7.45,,53353
상업서비스와공급품,9,9.49,9.04,,47885
디스플레이패널,2,-3.43,3.44,,46955
통신장비,3,13.44,8.28,,31988
광고,3,7.25,10.32,,30734
도로와철도운송,5,-8.37,-10.84,,27847
포장재,16,-26.39,2.12,,25909
음료,9,-7.75,3.71,,25668
건강관리장비와용품,5,8.16,-4.92,,17410
가구,7,25.3,4.35,,15983
핸드셋,3,-8.08,4.47,,14914
복합유틸리티,1,2.48,14.84,,8765
디스플레이장비및부품,3,-1628.4,-3.54,,8056
종이와목재,10,-0.4,-4.97,,7054
사무용전자제품,1,10.52,1.88,,3988
창업투자,1,15.25,5.99,,3288
건강관리업체및서비스,1,3.85,11.08,,2459
건축제품,4,-1.27,-1.76,,2367
출판,2,3.3,96.89,,2320
교육서비스,4,-2.69,-12.33,11.66,2293
식품과기본식료품소매,2,2.24,11.89,,1715
전문소매,1,-6.16,-0.26,,1518
레저용장비와제품,2,2.54,6.36,,1468
가정용품,2,,,,1256
소프트웨어,1,7.81,5.56,,1246
판매업체,2,-52.57,-9.09,,1103
생물공학,2,,,,983
컴퓨터와주변기기,2,,,,634
문구류,1,,,,258
