Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,16720357,286000,38905074,23.12,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,15586801,2187000,7685914,21.13,44.15,,◎ 대장주(#2)
402340,SK스퀘어,반도체와반도체장비,2012365,1525000,1421407,12.95,37.82,,◎ 대장주(#3)
005935,삼성전자우,반도체와반도체장비,1514074,188700,4587845,15.25,,,○ 우량주(#4)
009150,삼성전기,전자장비와기기,1438601,1926000,917276,181.92,7.7,,○ 우량주(#5)
005380,현대차,자동차,986932,482000,1252976,14.86,8.41,,○ 우량주(#6)
032830,삼성생명,생명보험,741000,370500,476440,25.81,4.96,,○ 우량주(#7)
028260,삼성물산,복합기업,659211,406500,748737,27.26,6.02,,△ 중대형(#8)
207940,삼성바이오로직스,제약,650851,1406000,65143,45.68,19.44,,△ 중대형(#9)
329180,HD현대중공업,조선,619271,590000,253877,29.15,18.82,,△ 중대형(#10)
