섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,16,19.12,14.27,,36233814
은행,11,11.11,7.87,,2049653
전자장비와기기,20,36.24,0.59,,1806637
조선,14,1.55,22.5,,1780207
자동차,10,8.6,9.16,14.41,1697732
제약,62,0.99,4.53,,1470885
전기장비,14,61.75,16.91,,1397170
전기제품,11,7.97,-9.42,,1314002
복합기업,17,47.79,2.65,,1296446
우주항공과국방,8,45.32,18.71,,1254930
증권,33,8.22,8.33,,956759
석유와가스,12,9.02,-0.77,,864674
생명보험,4,17.05,5.94,,818892
자동차부품,73,5.07,5.75,,803380
화학,72,-57.98,6.33,9.36,788362
기계,22,17.37,3.11,19.65,776599
IT서비스,14,34.37,7.52,,485680
손해보험,11,9.75,12.67,,480731
양방향미디어와서비스,3,20.04,5.08,,470975
건설,39,14.16,7.26,,437295
화장품,19,11.22,15.5,,375982
철강,36,3.0,0.36,12.61,363266
식품,52,2.11,1.16,,342775
전자제품,4,-23.04,4.36,,326300
전기유틸리티,4,61.82,11.65,,310484
비철금속,26,6.8,3.38,,283786
백화점과일반상점,12,25.96,1.63,,249942
무선통신서비스,3,31.4,4.67,,249048
게임엔터테인먼트,5,10.88,11.92,,235218
해운사,8,13.74,7.94,,220331
항공사,8,7.14,-83.43,,219843
"섬유,의류,신발,호화품",45,15.12,5.37,11.75,182184
담배,1,17.04,11.77,,179592
항공화물운송과물류,10,-3.39,6.89,,174055
에너지장비및서비스,10,-3.71,2.08,,173262
기타,25,,,,153402
다각화된통신서비스,1,8.87,10.22,,136848
무역회사와판매업체,7,13.04,84.01,,129842
방송과엔터테인먼트,8,56.44,-2.5,,107657
부동산,28,31.29,1.34,17.19,95132
가정용기기와용품,5,9.68,11.76,,92065
건축자재,31,2.23,3.84,,86794
"호텔,레스토랑,레저",10,10.27,5.36,,81788
가스유틸리티,11,5.5,7.33,,73286
운송인프라,3,5.85,10.46,,62628
카드,1,9.04,7.45,,55844
디스플레이패널,2,-67.36,3.44,,55410
상업서비스와공급품,9,13.38,9.04,,43176
소프트웨어,2,23.24,10.78,,36164
통신장비,3,40.53,8.28,,31238
광고,3,8.18,10.32,,30182
음료,9,2.53,3.71,,25626
포장재,16,-12.19,2.8,,23629
도로와철도운송,5,-4.35,-7.55,,20344
건강관리장비와용품,5,12.25,-4.92,,17759
가구,7,18.3,4.35,,14808
핸드셋,3,-12.26,4.47,,13585
인터넷과카탈로그소매,1,9.82,4.36,,10476
복합유틸리티,1,2.38,14.84,9.3,7665
디스플레이장비및부품,3,13.13,7.49,,7208
종이와목재,10,62.53,-4.97,9.02,6567
사무용전자제품,1,15.37,1.88,,3930
창업투자,1,12.77,5.99,,2753
교육서비스,4,-2.48,-12.33,11.92,2303
건축제품,4,-4.03,-11.82,,2283
출판,2,3.32,96.89,,2207
건강관리업체및서비스,1,4.37,11.08,,1865
식품과기본식료품소매,2,3.01,11.89,,1620
레저용장비와제품,2,4.17,6.36,,1494
전문소매,1,-16.42,-0.26,,1485
가정용품,2,,,,1194
판매업체,2,-18.75,-9.09,,1082
생물공학,2,,,,1004
컴퓨터와주변기기,2,,,,629
문구류,1,,,,242
