Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,18591166,318000,23872879,25.7,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,16698616,2343000,4235360,22.63,44.15,,◎ 대장주(#2)
402340,SK스퀘어,반도체와반도체장비,1972778,1495000,864911,12.7,37.82,,◎ 대장주(#3)
005935,삼성전자우,반도체와반도체장비,1705039,212500,4058242,17.18,,,○ 우량주(#4)
009150,삼성전기,전자장비와기기,1365401,1828000,820561,172.66,7.7,,○ 우량주(#5)
005380,현대차,자동차,1027884,502000,793947,15.48,8.41,,○ 우량주(#6)
032830,삼성생명,생명보험,787000,393500,271668,27.41,4.96,,○ 우량주(#7)
028260,삼성물산,복합기업,728943,449500,556041,30.14,6.02,,△ 중대형(#8)
207940,삼성바이오로직스,제약,650388,1405000,35577,45.65,19.44,,△ 중대형(#9)
000270,기아,자동차,627394,160700,1610920,9.04,12.92,,△ 중대형(#10)
