Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,18854249,322500,31006148,26.07,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,15323101,2150000,5286416,20.77,44.15,,◎ 대장주(#2)
402340,SK스퀘어,복합기업,1791995,1358000,1522588,11.53,37.82,,◎ 대장주(#3)
005935,삼성전자우,반도체와반도체장비,1660908,207000,4669634,16.73,,,○ 우량주(#4)
009150,삼성전기,전자장비와기기,1280250,1714000,1940690,161.9,7.7,,○ 우량주(#5)
005380,현대차,자동차,1242880,607000,1501032,18.71,8.41,,○ 우량주(#6)
032830,삼성생명,생명보험,771000,385500,398960,26.85,4.96,,○ 우량주(#7)
028260,삼성물산,복합기업,700564,432000,732415,28.97,6.02,,△ 중대형(#8)
329180,HD현대중공업,조선,682248,650000,430367,32.12,18.82,,△ 중대형(#9)
000270,기아,자동차,651209,166800,2416481,9.39,12.92,,△ 중대형(#10)
