Code,종목명,섹터,종가,RSI14,5일수익률(%),PER,ROE,시총_억,평가
439260,대한조선,조선,68600,0.0,-15.41,9.38,32.19,26429,◎ 극과매도(RSI 0)
112610,씨에스윈드,에너지장비및서비스,52700,5.24,-11.43,64.03,3.02,22224,◎ 극과매도(RSI 5)
017960,한국카본,조선,36650,6.19,-18.65,18.7,19.3,19160,◎ 극과매도(RSI 6)
097230,HJ중공업,건설,23100,7.18,-14.76,38.18,10.15,20858,◎ 극과매도(RSI 7)
052690,한전기술,전기유틸리티,144700,8.04,-15.58,64.77,14.2,55304,◎ 극과매도(RSI 8)
071970,HD현대마린엔진,조선,76800,11.74,-15.33,15.78,41.36,26052,◎ 극과매도(RSI 12)
015760,한국전력,전기유틸리티,37650,12.99,-12.85,2.83,19.4,241699,◎ 극과매도(RSI 13)
000120,CJ대한통운,항공화물운송과물류,89200,13.74,-8.23,8.41,5.98,20349,◎ 극과매도(RSI 14)
279570,케이뱅크,은행,5490,16.88,-5.18,18.3,5.4,22273,◎ 극과매도(RSI 17)
051600,한전KPS,전기유틸리티,55200,17.83,-3.33,19.99,9.29,24840,◎ 극과매도(RSI 18)
