Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
298000,효성화학,화학,0.38,260.94,38900,1475,0.007,◎ 매우 저평가
016880,웅진,출판,1.58,96.89,2390,1910,0.015,◎ 매우 저평가
019180,티에이치엔,자동차부품,2.08,36.85,7950,1431,0.047,◎ 매우 저평가
013520,화승코퍼레이션,자동차부품,2.04,31.51,3175,1589,0.055,◎ 매우 저평가
002990,금호건설,건설,2.54,26.79,4355,1623,0.084,◎ 매우 저평가
031440,신세계푸드,"호텔,레스토랑,레저",2.56,23.71,51000,1975,0.105,◎ 매우 저평가
136490,선진,식품,2.21,23.5,11060,2630,0.105,◎ 매우 저평가
036580,팜스코,식품,2.7,23.16,3005,1104,0.129,◎ 매우 저평가
002380,KCC,건축자재,3.02,23.51,522000,46387,0.131,◎ 매우 저평가
000540,흥국화재,손해보험,1.77,18.85,4115,2644,0.149,◎ 매우 저평가
