Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,19906579,340500,47809959,27.52,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,18387721,2580000,7487916,24.92,44.15,,◎ 대장주(#2)
402340,SK스퀘어,반도체와반도체장비,2373931,1799000,2170209,15.28,37.82,,◎ 대장주(#3)
005935,삼성전자우,반도체와반도체장비,1713063,213500,4752399,17.26,,,○ 우량주(#4)
009150,삼성전기,전자장비와기기,1466984,1964000,1093489,185.51,7.7,,○ 우량주(#5)
005380,현대차,자동차,1042217,509000,1238769,15.69,8.41,,○ 우량주(#6)
032830,삼성생명,생명보험,866000,433000,708886,30.16,4.96,,○ 우량주(#7)
028260,삼성물산,복합기업,780837,481500,1136130,32.29,6.02,,△ 중대형(#8)
207940,삼성바이오로직스,제약,641130,1385000,95518,45.0,19.44,,△ 중대형(#9)
329180,HD현대중공업,조선,616122,587000,269684,29.01,18.82,,△ 중대형(#10)
