Code,종목명,섹터,종가,RSI14,5일수익률(%),PER,ROE,시총_억,평가
064400,LG씨엔에스,IT서비스,79300,12.08,-14.18,16.65,17.35,76831,◎ 극과매도(RSI 12)
454910,두산로보틱스,기계,95000,12.96,-10.55,-111.5,-14.78,61579,◎ 극과매도(RSI 13)
006800,미래에셋증권,증권,41750,14.1,-17.16,13.1,12.36,233619,◎ 극과매도(RSI 14)
336260,두산퓨얼셀,에너지장비및서비스,56400,18.67,-26.27,-33.98,-30.66,36938,◎ 극과매도(RSI 19)
307950,현대오토에버,IT서비스,544000,18.82,-21.27,82.51,10.27,149186,◎ 극과매도(RSI 19)
066570,LG전자,전자제품,204500,19.35,-12.79,37.73,4.28,333099,◎ 극과매도(RSI 19)
005380,현대차,자동차,509000,19.68,-17.64,15.69,8.41,1042217,◎ 극과매도(RSI 20)
034220,LG디스플레이,디스플레이패널,12180,20.06,-11.55,-74.72,3.44,60900,○ 과매도(RSI 20)
004370,농심,식품,334000,21.47,-9.24,11.37,6.18,20316,○ 과매도(RSI 21)
018260,삼성에스디에스,IT서비스,189800,22.11,-18.37,22.93,7.89,146863,○ 과매도(RSI 22)
