Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
019180,티에이치엔,자동차부품,1.44,36.85,6510,1172,0.04,◎ 매우 저평가
013520,화승코퍼레이션,자동차부품,1.66,31.51,2500,1251,0.061,◎ 매우 저평가
002990,금호건설,건설,2.04,26.79,4030,1502,0.083,◎ 매우 저평가
016880,웅진,출판,3.34,96.89,1983,1585,0.097,◎ 매우 저평가
031440,신세계푸드,"호텔,레스토랑,레저",2.09,23.71,40950,1586,0.106,◎ 매우 저평가
136490,선진,식품,1.91,23.5,9080,2159,0.108,◎ 매우 저평가
002380,KCC,건축자재,2.68,23.51,517000,44425,0.14,◎ 매우 저평가
001450,현대해상,손해보험,3.13,20.6,36800,31371,0.198,○ 저평가
015760,한국전력,전기유틸리티,2.8,19.4,38000,243946,0.205,○ 저평가
096760,JW홀딩스,제약,3.94,23.57,3680,2720,0.212,○ 저평가
