Code,종목명,섹터,종가,RSI14,5일수익률(%),PER,ROE,시총_억,평가
064400,LG씨엔에스,IT서비스,89500,10.84,-7.35,18.79,17.35,86713,◎ 극과매도(RSI 11)
018260,삼성에스디에스,IT서비스,208500,14.39,-12.94,25.19,7.89,161333,◎ 극과매도(RSI 14)
003550,LG,복합기업,109900,15.79,-7.18,35.07,2.64,166160,◎ 극과매도(RSI 16)
000155,두산우,복합기업,534000,16.56,-5.32,124.59,,21341,◎ 극과매도(RSI 17)
006800,미래에셋증권,증권,46100,16.82,-10.66,14.47,12.36,257960,◎ 극과매도(RSI 17)
307950,현대오토에버,IT서비스,624000,18.09,-16.35,94.65,10.27,171126,◎ 극과매도(RSI 18)
066570,LG전자,전자제품,227500,19.4,-6.57,41.97,4.28,370563,◎ 극과매도(RSI 19)
005380,현대차,자동차,581000,21.16,-10.2,17.91,8.41,1189643,○ 과매도(RSI 21)
022100,포스코DX,IT서비스,25100,21.43,-12.39,110.57,9.53,38161,○ 과매도(RSI 21)
336260,두산퓨얼셀,에너지장비및서비스,62800,21.61,-19.18,-37.83,-30.66,41130,○ 과매도(RSI 22)
