Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
019180,티에이치엔,자동차부품,1.28,36.85,5780,1040,0.039,◎ 매우 저평가
013520,화승코퍼레이션,자동차부품,1.68,31.51,2530,1266,0.064,◎ 매우 저평가
016880,웅진,출판,3.15,96.89,1865,1491,0.067,◎ 매우 저평가
031440,신세계푸드,"호텔,레스토랑,레저",2.04,23.71,40000,1549,0.106,◎ 매우 저평가
136490,선진,식품,1.92,23.5,9090,2162,0.112,◎ 매우 저평가
002380,KCC,건축자재,2.32,23.51,447500,38453,0.121,◎ 매우 저평가
015760,한국전력,전기유틸리티,2.71,19.4,36750,235922,0.191,○ 저평가
001450,현대해상,손해보험,3.22,20.6,37950,32352,0.199,○ 저평가
096760,JW홀딩스,제약,3.92,23.57,3665,2709,0.22,○ 저평가
023590,다우기술,증권,2.63,15.95,36000,15583,0.248,○ 저평가
