섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,16,16.38,14.27,,34539410
은행,11,11.05,7.87,,2105700
자동차,10,8.55,9.16,14.94,1702207
조선,14,1.81,22.5,,1568465
제약,62,1.48,4.53,,1444021
전자장비와기기,20,29.92,0.59,,1418956
복합기업,17,42.59,2.65,,1228346
전기제품,11,7.56,-9.42,,1163496
우주항공과국방,8,41.52,18.71,,1145507
전기장비,14,49.9,16.91,,1119255
증권,33,8.2,8.4,,985727
석유와가스,12,9.12,-0.77,,838731
자동차부품,73,5.06,5.42,,807009
생명보험,4,15.59,5.94,,764834
화학,72,-47.45,5.75,9.05,720024
기계,22,17.99,3.37,20.22,690419
손해보험,11,10.1,12.67,,514702
양방향미디어와서비스,3,19.7,5.08,,457041
IT서비스,14,31.73,7.52,,448091
건설,39,13.73,7.26,,393084
화장품,19,11.12,15.5,,374709
철강,36,3.56,0.72,15.76,349415
식품,52,1.94,1.16,,344442
전자제품,4,-23.21,4.36,,332627
전기유틸리티,4,55.69,11.65,,295466
비철금속,26,6.85,3.38,,271543
무선통신서비스,3,30.6,4.67,,243740
게임엔터테인먼트,5,10.94,11.92,,235293
백화점과일반상점,12,24.06,1.63,,234565
해운사,8,8.28,8.06,,230404
항공사,8,7.5,-83.43,,221874
담배,1,18.15,11.77,,191323
"섬유,의류,신발,호화품",45,15.02,5.45,10.01,184807
항공화물운송과물류,10,-3.73,6.89,,169640
에너지장비및서비스,10,-4.05,2.08,,144158
기타,25,,,,141680
다각화된통신서비스,1,9.05,10.22,,139620
무역회사와판매업체,7,12.47,84.01,,123579
방송과엔터테인먼트,8,53.47,-2.5,,114784
부동산,28,32.81,1.34,16.47,97273
가정용기기와용품,5,9.39,11.76,,88806
건축자재,31,1.45,3.39,,85898
"호텔,레스토랑,레저",10,10.41,5.36,,81157
가스유틸리티,11,5.57,7.33,,73812
운송인프라,3,5.63,10.46,,63589
디스플레이패널,2,-68.96,3.44,,56710
카드,1,9.16,7.45,,56597
상업서비스와공급품,9,13.34,9.04,,42647
소프트웨어,2,23.2,10.78,,36155
광고,3,7.97,10.32,8.61,30303
통신장비,3,35.4,8.28,,27647
음료,9,2.45,3.71,,25575
포장재,16,-10.75,2.28,,23284
도로와철도운송,5,-3.92,-7.55,,20555
건강관리장비와용품,5,12.28,-4.92,,17617
가구,7,18.52,4.35,,15102
핸드셋,3,-10.63,4.47,,12614
인터넷과카탈로그소매,1,9.82,4.36,,10476
복합유틸리티,1,2.43,14.84,9.14,7804
디스플레이장비및부품,3,-101.92,-3.54,,7423
종이와목재,10,87.43,-4.28,8.86,6673
사무용전자제품,1,15.7,1.88,,4013
창업투자,1,13.24,5.99,,2854
교육서비스,4,-2.46,-12.33,11.1,2323
건축제품,4,-3.93,-11.82,,2266
출판,2,3.15,96.89,,2120
건강관리업체및서비스,1,4.31,11.08,,1840
식품과기본식료품소매,2,3.01,11.89,,1626
전문소매,1,-16.29,-0.26,,1473
레저용장비와제품,2,4.14,6.36,,1459
가정용품,2,,,,1220
판매업체,2,-18.84,-9.09,,1068
생물공학,2,,,,1022
컴퓨터와주변기기,2,,,,598
문구류,1,,,,259
