Code,종목명,섹터,종가,MA5,MA20,거래량배수,5일수익률(%),시총_억,평가
000270,기아,자동차,164500,156500.0,155075.0,3.28,4.84,642229,◎ 강한신호(거래량 3.3배)
003490,대한항공,항공사,27050,25400.0,24957.5,2.07,7.77,99604,○ 양호(거래량 2.1배)
