Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,15697258,268500,25875880,40.9,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,12016162,1686000,4278087,28.6,44.15,,◎ 대장주(#2)
005935,삼성전자우,반도체와반도체장비,1465932,182700,5449257,27.83,,,◎ 대장주(#3)
402340,SK스퀘어,복합기업,1448903,1098000,720073,16.52,37.82,,○ 우량주(#4)
005380,현대차,자동차,1255165,613000,5020568,17.35,8.41,,○ 우량주(#5)
034020,두산에너빌리티,기계,830167,129600,4535272,981.82,1.11,,○ 우량주(#6)
329180,HD현대중공업,조선,690645,658000,620979,41.91,18.82,,○ 우량주(#7)
028260,삼성물산,복합기업,685164,422500,959566,29.83,6.02,,△ 중대형(#8)
009150,삼성전기,전자장비와기기,682700,914000,523357,100.45,7.7,,△ 중대형(#9)
207940,삼성바이오로직스,제약,681403,1472000,62693,55.4,19.44,,△ 중대형(#10)
