Code,종목명,매수일,매도일,매수가,매도가,수익률(%)
373220,LG에너지솔루션,2025-09-08,2025-09-15,343500,355500,3.49
373220,LG에너지솔루션,2025-11-17,2025-11-24,463000,412000,-11.02
373220,LG에너지솔루션,2025-11-24,2025-12-01,412000,413000,0.24
373220,LG에너지솔루션,2025-12-30,2026-01-08,368500,366000,-0.68
373220,LG에너지솔루션,2026-01-08,2026-01-15,366000,392000,7.1
034020,두산에너빌리티,2025-11-24,2025-12-01,72500,74900,3.31
329180,HD현대중공업,2026-02-12,2026-02-24,539000,596000,10.58
329180,HD현대중공업,2026-04-01,2026-04-08,451500,484500,7.31
207940,삼성바이오로직스,2025-11-17,2025-11-24,1797000,1789000,-0.45
207940,삼성바이오로직스,2025-11-24,2025-12-01,1789000,1649000,-7.83
207940,삼성바이오로직스,2025-12-01,2025-12-08,1649000,1629000,-1.21
207940,삼성바이오로직스,2025-12-08,2025-12-15,1629000,1772000,8.78
207940,삼성바이오로직스,2026-02-05,2026-02-12,1700000,1719000,1.12
012450,한화에어로스페이스,2025-11-24,2025-12-01,855000,813000,-4.91
012450,한화에어로스페이스,2025-12-01,2025-12-08,813000,937000,15.25
000270,기아,2025-09-22,2025-09-29,101900,100700,-1.18
032830,삼성생명,2025-11-03,2025-11-10,152100,158900,4.47
006400,삼성SDI,2025-09-08,2025-09-15,199900,201500,0.8
006400,삼성SDI,2025-09-15,2025-09-22,201500,207500,2.98
006400,삼성SDI,2025-11-24,2025-12-01,281000,299000,6.41
006400,삼성SDI,2025-12-30,2026-01-08,269500,271000,0.56
267260,HD현대일렉트릭,2025-11-24,2025-12-01,750000,746000,-0.53
006800,미래에셋증권,2025-11-24,2025-12-01,21108,21805,3.3
005490,POSCO홀딩스,2025-09-08,2025-09-15,279500,285000,1.97
298040,효성중공업,2025-11-24,2025-12-01,1903000,1806000,-5.1
298040,효성중공업,2025-12-01,2025-12-08,1806000,1987000,10.02
042660,한화오션,2025-09-22,2025-09-29,109600,107000,-2.37
042660,한화오션,2025-12-01,2025-12-08,105000,114000,8.57
042700,한미반도체,2025-09-08,2025-09-15,82800,91100,10.02
042700,한미반도체,2025-11-10,2025-11-17,129600,132300,2.08
035420,NAVER,2026-02-24,2026-03-04,255000,208000,-18.43
035420,NAVER,2026-03-04,2026-03-11,208000,222000,6.73
010130,고려아연,2025-11-03,2025-11-10,1043000,1026000,-1.63
010130,고려아연,2025-11-10,2025-11-17,1026000,1103000,7.5
010130,고려아연,2026-03-18,2026-03-25,1695000,1593000,-6.02
051910,LG화학,2025-12-30,2026-01-08,333000,315000,-5.41
015760,한국전력,2026-03-04,2026-03-11,45550,47950,5.27
015760,한국전력,2026-03-18,2026-03-25,49950,46450,-7.01
010140,삼성중공업,2025-11-17,2025-11-24,26200,25050,-4.39
010140,삼성중공업,2025-11-24,2025-12-01,25050,24200,-3.39
010140,삼성중공업,2026-03-04,2026-03-11,23500,28800,22.55
003670,포스코퓨처엠,2025-09-08,2025-09-15,132800,132300,-0.38
003670,포스코퓨처엠,2025-09-15,2025-09-22,132300,141400,6.88
003670,포스코퓨처엠,2025-11-17,2025-11-24,209000,186800,-10.62
003670,포스코퓨처엠,2025-11-24,2025-12-01,186800,209000,11.88
003670,포스코퓨처엠,2025-12-30,2026-01-08,187000,178500,-4.55
003670,포스코퓨처엠,2026-01-08,2026-01-15,178500,195400,9.47
064350,현대로템,2025-11-17,2025-11-24,196800,175000,-11.08
064350,현대로템,2025-11-24,2025-12-01,175000,170400,-2.63
064350,현대로템,2025-12-01,2025-12-08,170400,192100,12.73
267250,HD현대,2025-12-30,2026-01-08,188500,196500,4.24
096770,SK이노베이션,2025-12-30,2026-01-08,101200,102600,1.38
272210,한화시스템,2025-11-24,2025-12-01,47400,45350,-4.32
272210,한화시스템,2025-12-01,2025-12-08,45350,48350,6.62
272210,한화시스템,2026-04-29,2026-05-08,118100,115900,-1.86
033780,KT&G,2025-11-03,2025-11-10,133700,139000,3.96
033780,KT&G,2026-03-18,2026-03-25,158700,155900,-1.76
035720,카카오,2025-09-08,2025-09-15,59200,64000,8.11
011200,HMM,2025-09-29,2025-10-13,20600,20050,-2.67
011200,HMM,2025-10-13,2025-10-20,20050,20450,2.0
011200,HMM,2025-11-17,2025-11-24,19240,18660,-3.01
011200,HMM,2026-01-08,2026-01-15,19960,20250,1.45
086280,현대글로비스,2025-09-29,2025-10-13,168100,158700,-5.59
086280,현대글로비스,2025-10-13,2025-10-20,158700,166700,5.04
138040,메리츠금융지주,2025-09-29,2025-10-13,115500,111800,-3.2
138040,메리츠금융지주,2025-10-13,2025-10-20,111800,118000,5.55
079550,LIG디펜스앤에어로스페이스,2025-10-13,2025-10-20,465000,443500,-4.62
079550,LIG디펜스앤에어로스페이스,2025-11-24,2025-12-01,394000,368000,-6.6
079550,LIG디펜스앤에어로스페이스,2026-02-05,2026-02-12,434500,455500,4.83
024110,기업은행,2025-10-13,2025-10-20,18890,19380,2.59
006260,LS,2025-10-13,2025-10-20,171200,197200,15.19
006260,LS,2025-12-01,2025-12-08,173900,188200,8.22
047810,한국항공우주,2026-04-29,2026-05-08,166300,166800,0.3
278470,에이피알,2026-01-08,2026-01-15,217000,237500,9.45
307950,현대오토에버,2025-09-29,2025-10-13,152700,149300,-2.23
307950,현대오토에버,2025-10-13,2025-10-20,149300,156200,4.62
