Code,종목명,섹터,종가,RSI14,5일수익률(%),PER,ROE,시총_억,평가
097950,CJ제일제당,식품,195400,11.73,-3.98,-6.36,-7.67,29416,◎ 극과매도(RSI 12)
112610,씨에스윈드,에너지장비및서비스,40350,17.07,-13.69,-99.14,3.02,17016,◎ 극과매도(RSI 17)
001430,세아베스틸지주,철강,45850,17.88,-14.62,22.89,2.89,16443,◎ 극과매도(RSI 18)
003230,삼양식품,식품,1110000,18.0,-4.8,19.23,37.59,83616,◎ 극과매도(RSI 18)
103140,풍산,비철금속,69100,19.71,-10.84,10.55,6.54,19365,◎ 극과매도(RSI 20)
047050,포스코인터내셔널,무역회사와판매업체,56300,20.24,-8.6,14.57,9.27,99045,○ 과매도(RSI 20)
012450,한화에어로스페이스,우주항공과국방,1016000,21.87,-10.72,31.91,19.14,523884,○ 과매도(RSI 22)
001440,대한전선,전기장비,38700,21.97,-18.7,147.71,5.48,75849,○ 과매도(RSI 22)
006800,미래에셋증권,증권,51500,22.46,-15.44,23.91,12.36,288177,○ 과매도(RSI 22)
035250,강원랜드,"호텔,레스토랑,레저",14720,22.91,-1.8,11.12,8.11,31492,○ 과매도(RSI 23)
