섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,16,16.25,14.27,,31588567
은행,11,10.74,7.87,,2017273
제약,62,1.38,4.44,,1609179
조선,14,-1.07,22.5,,1582687
자동차,10,7.89,9.16,19.45,1500985
전기제품,11,3.46,-9.42,,1340391
전자장비와기기,20,32.98,0.59,,1318776
우주항공과국방,8,40.68,18.71,,1206366
복합기업,17,40.72,2.65,,1174140
전기장비,14,41.05,16.91,,1155080
석유와가스,12,13.18,-0.77,,908121
증권,33,8.47,8.4,,898821
자동차부품,73,-68.13,5.55,9.41,825639
화학,72,-24.33,5.75,9.22,769252
기계,22,-0.43,3.62,19.3,700907
생명보험,4,18.21,5.94,,690689
손해보험,11,10.85,12.67,,523577
양방향미디어와서비스,3,21.79,5.08,,517481
IT서비스,14,32.72,9.05,,508529
건설,39,8.13,7.26,,434928
화장품,19,18.64,15.5,,408542
철강,36,5.76,0.36,13.3,371461
식품,52,2.74,1.25,,365801
전자제품,4,-52.48,4.36,,343130
비철금속,26,5.2,3.38,8.99,322815
무선통신서비스,3,19.95,4.67,,269974
전기유틸리티,4,56.6,11.65,,264053
해운사,8,15.05,7.94,,245502
게임엔터테인먼트,5,9.85,11.92,,212542
항공사,8,6.28,-83.43,,194781
에너지장비및서비스,10,16.51,2.08,,187505
담배,1,16.93,11.77,,178450
백화점과일반상점,12,14.64,1.63,,178372
항공화물운송과물류,10,-1.47,7.48,,176561
"섬유,의류,신발,호화품",45,15.6,6.0,11.01,165453
기타,25,,,,139121
무역회사와판매업체,7,9.14,84.01,,133466
다각화된통신서비스,1,8.51,10.22,,131303
부동산,28,29.54,1.36,17.54,98733
방송과엔터테인먼트,8,55.26,-2.5,,91460
가정용기기와용품,5,7.38,13.41,,90968
건축자재,31,2.29,3.84,,88735
가스유틸리티,11,5.96,7.33,,79380
"호텔,레스토랑,레저",9,10.13,3.32,,72803
운송인프라,3,5.7,10.46,,60804
카드,1,8.64,7.45,,53353
디스플레이패널,2,21.3,3.44,,48805
상업서비스와공급품,9,13.61,9.04,,44666
통신장비,3,14.62,8.28,,34771
광고,3,7.63,10.32,,30266
도로와철도운송,5,-11.35,-10.84,,25643
음료,9,-7.42,3.71,,25099
포장재,16,-29.1,2.12,,24529
건강관리장비와용품,5,13.54,-4.92,,17162
가구,7,24.38,4.35,,15750
핸드셋,3,-12.8,4.47,,13710
복합유틸리티,1,2.39,14.84,,8441
디스플레이장비및부품,3,-926.16,-3.54,,7304
종이와목재,10,-0.8,-4.64,,6909
사무용전자제품,1,20.57,1.88,,3979
창업투자,1,15.18,5.99,,3272
건축제품,4,0.42,-1.76,,2393
출판,2,3.63,96.89,,2350
교육서비스,4,-2.57,-12.33,11.8,2274
건강관리업체및서비스,1,5.15,11.08,,2199
식품과기본식료품소매,2,2.23,11.89,,1717
전문소매,1,-16.74,-0.26,,1513
레저용장비와제품,2,3.93,6.36,,1407
가정용품,2,,,,1251
소프트웨어,1,19.48,5.56,,1202
판매업체,2,-52.67,-9.09,,1074
생물공학,2,,,,1044
컴퓨터와주변기기,2,,,,600
문구류,1,,,,272
