Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,15843415,271000,26095919,12.16,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,12352626,1691000,5452970,7.54,44.15,,◎ 대장주(#2)
005935,삼성전자우,반도체와반도체장비,1534134,191200,3716462,8.58,,,◎ 대장주(#3)
402340,SK스퀘어,반도체와반도체장비,1481506,1123000,853378,9.54,37.82,,○ 우량주(#4)
009150,삼성전기,전자장비와기기,1042724,1396000,766198,131.86,7.7,,○ 우량주(#5)
005380,현대차,자동차,854864,417500,421243,12.87,8.41,,○ 우량주(#6)
207940,삼성바이오로직스,제약,728620,1574000,62565,51.14,19.44,,○ 우량주(#7)
028260,삼성물산,복합기업,606507,374000,463427,25.08,6.02,,△ 중대형(#8)
012450,한화에어로스페이스,우주항공과국방,601745,1167000,251401,36.65,19.14,,△ 중대형(#9)
032830,삼성생명,생명보험,594000,297000,581363,20.69,4.96,,△ 중대형(#10)
