섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,16,16.16,14.27,,26797293
은행,11,11.15,7.87,,2129787
조선,14,-1.83,22.5,,1715515
제약,62,3.01,3.12,,1628323
자동차,10,8.26,9.16,15.29,1500916
전기제품,11,2.72,-9.42,,1346048
우주항공과국방,8,45.04,18.71,,1243709
전자장비와기기,20,29.6,0.59,,1216877
전기장비,14,51.1,16.91,,1185184
복합기업,17,42.3,2.65,,1128889
증권,33,8.82,8.4,,928140
석유와가스,12,7.75,-0.77,,847585
자동차부품,73,4.71,5.66,,837259
화학,72,-53.25,5.75,9.07,790761
기계,22,15.46,3.62,19.09,744778
생명보험,4,14.96,5.94,,638057
손해보험,11,10.38,12.67,,509738
양방향미디어와서비스,3,22.23,5.08,,508533
IT서비스,14,34.61,7.52,,483019
건설,39,14.16,7.26,,433758
화장품,19,13.11,15.5,,399896
철강,36,5.24,0.72,14.48,387069
식품,52,2.37,1.25,,366423
비철금속,26,6.72,3.51,8.72,324755
전자제품,4,-25.08,4.36,,322431
전기유틸리티,4,59.8,11.65,,292330
해운사,8,14.02,7.94,,247992
무선통신서비스,3,30.95,4.67,,246290
게임엔터테인먼트,5,10.53,11.92,,229168
항공사,8,6.26,-83.43,,203968
담배,1,18.29,11.77,,192776
백화점과일반상점,12,21.14,1.63,,191774
"섬유,의류,신발,호화품",45,15.53,5.45,11.29,183260
항공화물운송과물류,10,-1.48,7.48,,180376
에너지장비및서비스,10,-3.84,2.08,,159102
기타,25,,,,149049
무역회사와판매업체,7,14.95,84.01,,142707
다각화된통신서비스,1,8.56,10.22,,132059
부동산,28,33.28,1.34,16.64,97796
방송과엔터테인먼트,8,53.71,-2.5,,96783
가정용기기와용품,5,7.5,13.41,,92217
건축자재,31,2.29,3.84,,85897
가스유틸리티,11,5.79,7.33,,78307
"호텔,레스토랑,레저",10,9.59,5.36,,75546
운송인프라,3,6.5,10.46,,63405
카드,1,8.94,7.45,,55207
디스플레이패널,2,-60.98,3.44,,50255
상업서비스와공급품,9,13.8,9.04,,45297
통신장비,3,41.28,8.28,,31793
광고,3,8.17,10.32,,30722
음료,9,2.74,3.71,,26058
포장재,16,-26.35,2.12,,24963
도로와철도운송,5,-3.1,-7.55,,24666
건강관리장비와용품,5,12.63,-4.92,,18494
가구,7,19.79,4.35,,16557
핸드셋,3,-12.94,4.47,,14132
복합유틸리티,1,2.59,14.84,8.55,8337
종이와목재,10,76.33,-4.03,,7037
디스플레이장비및부품,3,13.16,7.49,,7006
사무용전자제품,1,15.66,1.88,,4003
창업투자,1,14.77,5.99,,3183
건강관리업체및서비스,1,5.63,11.08,,2401
건축제품,4,0.44,-1.76,,2344
교육서비스,4,-2.65,-12.33,11.68,2298
출판,2,3.43,96.89,,2266
식품과기본식료품소매,2,3.31,11.89,,1745
전문소매,1,-17.02,-0.26,,1539
레저용장비와제품,2,4.08,6.36,,1442
가정용품,2,,,,1242
소프트웨어,1,9.48,5.56,,1186
생물공학,2,,,,1116
판매업체,2,-18.72,-9.09,,1091
컴퓨터와주변기기,2,,,,589
문구류,1,,,,306
