Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,13446441,230000,16327805,18.59,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,10372992,1420000,3295283,13.72,44.15,,◎ 대장주(#2)
005935,삼성전자우,반도체와반도체장비,1380078,172000,1935079,13.9,,,◎ 대장주(#3)
402340,SK스퀘어,반도체와반도체장비,1252285,949000,410049,8.06,37.82,,○ 우량주(#4)
009150,삼성전기,전자장비와기기,951598,1274000,612678,120.34,7.7,,○ 우량주(#5)
005380,현대차,자동차,835412,408000,458584,12.58,8.41,,○ 우량주(#6)
207940,삼성바이오로직스,제약,726305,1569000,42211,50.98,19.44,,○ 우량주(#7)
105560,KB금융,은행,608999,171700,690184,10.86,9.98,,△ 중대형(#8)
012450,한화에어로스페이스,우주항공과국방,594010,1152000,237101,36.18,19.14,,△ 중대형(#9)
032830,삼성생명,생명보험,561000,280500,330280,19.54,4.96,,△ 중대형(#10)
