Code,종목명,섹터,종가,RSI14,5일수익률(%),PER,ROE,시총_억,평가
017960,한국카본,조선,31200,9.27,-14.52,16.97,19.3,16123,◎ 극과매도(RSI 9)
103590,일진전기,전기장비,85500,14.81,-19.26,34.87,19.08,40771,◎ 극과매도(RSI 15)
001440,대한전선,전기장비,42500,16.8,-20.26,162.21,5.48,83297,◎ 극과매도(RSI 17)
00680K,미래에셋증권2우B,기타,15200,17.78,-12.89,,,20748,◎ 극과매도(RSI 18)
112610,씨에스윈드,에너지장비및서비스,45300,18.69,-11.87,-111.3,3.02,19104,◎ 극과매도(RSI 19)
071970,HD현대마린엔진,조선,65200,18.98,-19.41,12.33,41.36,22117,◎ 극과매도(RSI 19)
017800,현대엘리베이터,기계,76500,19.06,-9.25,11.76,20.11,29906,◎ 극과매도(RSI 19)
052690,한전기술,전기유틸리티,127600,19.1,-12.54,145.33,14.2,48769,◎ 극과매도(RSI 19)
439260,대한조선,조선,61400,19.83,-12.41,8.32,32.19,23386,◎ 극과매도(RSI 20)
161890,한국콜마,화장품,83400,19.86,-7.13,12.54,14.69,19687,◎ 극과매도(RSI 20)
