Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,21075834,360500,44720282,29.14,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,16819776,2360000,5837216,22.8,44.15,,◎ 대장주(#2)
005935,삼성전자우,반도체와반도체장비,1857489,231500,9328789,18.71,,,◎ 대장주(#3)
402340,SK스퀘어,복합기업,1776160,1346000,1086778,11.43,37.82,,○ 우량주(#4)
005380,현대차,자동차,1492684,729000,2316547,22.47,8.41,,○ 우량주(#5)
009150,삼성전기,전자장비와기기,1354197,1813000,1954960,171.25,7.7,,○ 우량주(#6)
032830,삼성생명,생명보험,960000,480000,772311,41.69,4.96,,○ 우량주(#7)
028260,삼성물산,복합기업,787324,485500,866619,32.56,6.02,,△ 중대형(#8)
329180,HD현대중공업,조선,706389,673000,662308,33.26,18.82,,△ 중대형(#9)
012330,현대모비스,자동차부품,688660,759000,1212449,19.82,7.68,,△ 중대형(#10)
