Code,종목명,섹터,DIV,DPS,PER,ROE,종가,시총_억,평가
348950,제이알글로벌리츠,부동산,26.23,310.0,14.41,1.35,1182,2333,◎ 초고배당(26.2%)
432320,KB스타리츠,부동산,22.06,312.0,-7.41,-7.28,1415,2133,◎ 초고배당(22.1%)
017800,현대엘리베이터,기계,18.31,14010.0,11.76,20.11,76500,29906,◎ 초고배당(18.3%)
381970,케이카,자동차,13.84,1200.0,9.03,22.63,8670,4233,◎ 초고배당(13.8%)
016450,한세예스24홀딩스,"섬유,의류,신발,호화품",11.77,500.0,-7.74,-6.86,4250,1700,◎ 초고배당(11.8%)
377190,디앤디플랫폼리츠,부동산,10.98,246.0,25.75,0.75,2240,1980,◎ 초고배당(11.0%)
400760,NH올원리츠,부동산,10.56,316.0,106.96,0.72,2995,1645,◎ 초고배당(10.6%)
088260,이리츠코크렙,부동산,9.52,350.0,16.7,3.17,3675,2328,◎ 초고배당(9.5%)
071320,지역난방공사,복합유틸리티,9.12,6157.0,2.43,14.84,67500,7816,◎ 초고배당(9.1%)
334890,이지스밸류플러스리츠,부동산,9.12,330.0,19.03,2.89,3615,2511,◎ 초고배당(9.1%)
