섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,14,39.18,11.23,,28983253
복합기업,18,52.92,5.35,,2817869
조선,14,-80.02,20.72,,2227634
은행,11,12.89,7.87,,2095588
전기장비,14,88.8,16.91,,1975737
전기제품,12,9.92,-11.78,,1927412
자동차,10,10.94,9.1,11.8,1903547
우주항공과국방,8,51.89,15.63,,1661423
제약,62,-20.03,2.23,,1584590
증권,33,12.76,8.33,,1434950
화학,72,37.57,5.74,16.82,1162802
전자장비와기기,21,55.66,2.71,,1131802
기계,22,35.57,0.61,14.44,1116322
석유와가스,11,26.59,-0.77,,854063
자동차부품,73,3.56,6.01,,810871
생명보험,4,17.1,5.94,,676898
건설,39,11.62,4.24,,589135
철강,36,-36.71,-0.23,10.4,573623
양방향미디어와서비스,3,26.49,5.08,,532752
IT서비스,14,42.31,9.05,,487535
비철금속,26,21.86,3.84,11.06,448324
손해보험,11,7.85,12.67,,432088
화장품,19,24.96,15.5,,399134
전기유틸리티,4,67.64,11.65,,392403
식품,52,9.61,1.22,,373237
무선통신서비스,3,31.5,4.67,,271974
전자제품,4,20.08,4.36,,265023
게임엔터테인먼트,5,14.59,11.92,,262456
해운사,8,10.97,8.06,,243556
"섬유,의류,신발,호화품",47,17.09,5.03,11.04,220465
백화점과일반상점,12,63.31,1.63,,206193
담배,1,19.55,11.77,,201143
항공화물운송과물류,10,-12.92,7.48,,200113
기타,25,,,,200000
에너지장비및서비스,9,29.42,6.17,,194865
항공사,8,0.93,-83.43,,191690
무역회사와판매업체,6,10.96,97.89,,182179
다각화된통신서비스,1,8.52,10.22,,147433
방송과엔터테인먼트,8,18.88,-12.33,,125617
건축자재,31,-2.87,3.36,,114147
부동산,30,63.48,0.11,13.04,107941
"호텔,레스토랑,레저",10,15.39,5.36,,98073
가스유틸리티,11,8.68,7.33,33.38,87419
가정용기기와용품,5,11.56,11.76,,86411
운송인프라,3,4.97,10.46,,68025
디스플레이패널,2,28.17,3.44,,64310
카드,1,9.26,7.45,,59783
통신장비,3,60.45,8.28,,55715
상업서비스와공급품,9,7.08,9.04,,44152
소프트웨어,2,33.06,10.78,,38031
포장재,16,28.83,2.12,,31539
광고,3,9.1,10.32,,31118
음료,9,-5.99,3.71,,29327
도로와철도운송,5,-4.56,-7.55,,22359
핸드셋,3,2144.03,4.47,,21417
건강관리장비와용품,5,18.48,-4.92,,21111
가구,7,9.57,4.35,,18709
디스플레이장비및부품,3,12.12,7.49,,10796
인터넷과카탈로그소매,1,10.52,4.36,,10416
종이와목재,10,5.71,-4.64,,9487
복합유틸리티,1,2.51,14.84,8.36,8522
사무용전자제품,1,24.56,1.88,,4751
창업투자,1,27.04,5.99,,3784
교육서비스,4,-1.9,-3.13,,3674
출판,2,1.88,96.89,,3109
건축제품,4,1.5,-1.76,,2943
전문소매,2,-75.73,-0.26,,2156
식품과기본식료품소매,2,3.42,11.89,,2069
건강관리업체및서비스,1,5.89,11.08,,1721
레저용장비와제품,2,6.31,6.36,,1636
가정용품,2,,,,1627
판매업체,2,-14.3,-9.09,,1445
생물공학,2,,,,1349
컴퓨터와주변기기,2,,,,918
문구류,1,,,,319
