Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,15024936,257000,21617407,11.53,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,12257662,1678000,4029660,7.48,44.15,,◎ 대장주(#2)
005935,삼성전자우,반도체와반도체장비,1560612,194500,7284838,8.73,,,◎ 대장주(#3)
402340,SK스퀘어,반도체와반도체장비,1398394,1060000,506863,4.27,37.82,,○ 우량주(#4)
009150,삼성전기,전자장비와기기,1017328,1362000,574386,104.9,7.7,,○ 우량주(#5)
005380,현대차,자동차,862030,421000,570222,13.71,8.41,,○ 우량주(#6)
207940,삼성바이오로직스,제약,733712,1585000,42479,43.78,19.44,,○ 우량주(#7)
028260,삼성물산,복합기업,595155,367000,435373,22.22,6.02,,△ 중대형(#8)
105560,KB금융,은행,590200,166400,719239,10.52,9.98,,△ 중대형(#9)
032830,삼성생명,생명보험,570000,285000,361895,19.85,4.96,,△ 중대형(#10)
