섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,16,12.19,14.27,,30609384
은행,11,11.1,7.87,,2102350
제약,62,-7.0,4.44,,1615155
조선,14,24.16,22.5,,1560143
자동차,10,11.62,9.16,19.32,1525181
전기제품,11,188.75,-9.42,,1341848
전자장비와기기,20,23.28,0.59,,1293880
복합기업,17,43.66,2.65,,1158237
우주항공과국방,8,38.9,18.71,,1144755
전기장비,14,45.71,17.0,,1115429
석유와가스,12,-1.57,-1.49,,903879
증권,33,7.89,8.4,,899018
자동차부품,73,-43.48,5.24,,816529
화학,72,19.59,5.75,9.3,770250
기계,22,-2.91,3.62,18.81,739436
생명보험,4,18.74,5.94,,668920
손해보험,11,10.65,12.67,,539979
IT서비스,14,30.6,9.05,,502330
양방향미디어와서비스,3,22.1,5.08,,497081
화장품,19,19.02,15.5,,444188
건설,39,7.51,7.26,,441826
철강,36,-3.94,0.36,13.27,384656
식품,52,2.74,1.25,,372998
비철금속,26,2.19,3.38,9.01,365613
전자제품,4,-52.58,4.36,,340184
전기유틸리티,4,60.28,11.65,,276078
무선통신서비스,3,20.2,4.67,,275975
해운사,8,14.06,7.94,,262956
게임엔터테인먼트,5,9.3,11.92,,212471
항공사,8,-45.36,-83.43,,205509
항공화물운송과물류,10,4.51,7.48,,187020
담배,1,14.14,11.77,,182084
에너지장비및서비스,10,76.39,2.08,,181616
백화점과일반상점,12,18.18,1.63,,177594
"섬유,의류,신발,호화품",45,11.28,6.0,11.0,168101
기타,27,,,,143794
무역회사와판매업체,7,8.5,84.01,,136649
다각화된통신서비스,1,10.31,10.22,,133571
부동산,28,30.61,1.36,17.33,98366
가정용기기와용품,5,6.42,13.41,,94984
방송과엔터테인먼트,8,20.44,-2.5,,90868
건축자재,31,1.36,3.84,,88727
가스유틸리티,11,5.47,7.33,,80432
"호텔,레스토랑,레저",9,5.09,3.32,,73675
운송인프라,3,5.67,10.46,,62997
카드,1,8.66,7.45,,53469
디스플레이패널,2,-3.53,3.44,,48305
상업서비스와공급품,9,7.05,9.04,,46986
통신장비,3,14.1,8.28,,33545
광고,3,7.29,10.32,,30648
도로와철도운송,5,-8.2,-10.84,,26346
음료,9,-7.86,3.71,,25351
포장재,16,-28.79,2.12,,25294
건강관리장비와용품,5,7.98,-4.92,,17456
가구,7,25.67,4.35,,16151
핸드셋,3,-7.15,4.47,,14235
복합유틸리티,1,2.43,14.84,,8603
디스플레이장비및부품,3,-1067.28,-3.54,,7362
종이와목재,10,-0.3,-4.97,,6968
사무용전자제품,1,10.45,1.88,,3959
창업투자,1,15.11,5.99,,3257
건축제품,4,-1.51,-1.76,,2354
건강관리업체및서비스,1,3.64,11.08,,2319
출판,2,3.26,96.89,,2288
교육서비스,4,-2.86,-12.33,11.86,2274
식품과기본식료품소매,2,2.22,11.89,,1702
전문소매,1,-6.12,-0.26,,1509
레저용장비와제품,2,2.42,6.36,,1425
가정용품,2,,,,1248
소프트웨어,1,7.64,5.56,,1220
판매업체,2,-52.3,-9.09,,1079
생물공학,2,,,,1033
컴퓨터와주변기기,2,,,,595
문구류,1,,,,258
