Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,16691125,285500,36031094,43.49,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,13398804,1880000,7433039,31.89,44.15,,◎ 대장주(#2)
402340,SK스퀘어,복합기업,1566346,1187000,1345499,17.86,37.82,,◎ 대장주(#3)
005935,삼성전자우,반도체와반도체장비,1563821,194900,6586322,29.69,,,○ 우량주(#4)
005380,현대차,자동차,1322735,646000,2569392,18.28,8.41,,○ 우량주(#5)
034020,두산에너빌리티,기계,819918,128000,3619903,969.7,1.11,,○ 우량주(#6)
028260,삼성물산,복합기업,733004,452000,1337572,31.91,6.02,,○ 우량주(#7)
329180,HD현대중공업,조선,718984,685000,573817,43.63,18.82,,△ 중대형(#8)
000270,기아,자동차,682052,174700,2981237,9.14,12.92,,△ 중대형(#9)
012450,한화에어로스페이스,우주항공과국방,678059,1315000,251134,46.02,19.14,,△ 중대형(#10)
