섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,14,36.92,11.03,,32173121
복합기업,18,48.7,5.35,,3063119
조선,14,-78.63,20.72,,2291909
자동차,10,19.69,9.16,11.75,2189999
은행,11,12.49,7.87,,2082854
전기장비,14,90.28,16.91,,1947997
전기제품,12,6.2,-11.78,,1876590
제약,62,-19.64,3.48,,1556098
우주항공과국방,8,48.15,15.63,,1512032
증권,33,11.86,8.33,,1352041
화학,72,32.82,5.74,7.76,1134624
전자장비와기기,21,57.91,2.71,,1128821
기계,22,31.6,3.53,14.52,1119272
자동차부품,73,4.17,5.66,,930243
석유와가스,11,25.52,-0.77,,853821
생명보험,4,16.44,5.94,,673209
건설,39,11.56,4.24,,600330
철강,36,-39.87,-0.18,9.49,575533
IT서비스,14,43.61,9.05,,541026
양방향미디어와서비스,3,26.35,5.08,,531297
손해보험,11,7.74,12.67,,440189
화장품,19,25.1,15.5,,407019
비철금속,26,20.58,3.84,8.32,401652
전기유틸리티,4,61.28,11.65,,374420
식품,52,9.54,1.22,,373980
무선통신서비스,3,32.17,4.67,,277420
전자제품,4,19.95,4.36,,268210
게임엔터테인먼트,5,13.9,11.92,,254645
해운사,8,16.88,7.94,,239488
항공화물운송과물류,10,-12.74,7.48,,222457
"섬유,의류,신발,호화품",47,16.71,5.03,11.25,218931
백화점과일반상점,12,66.18,1.63,,218688
담배,1,20.09,11.77,,206762
기타,25,,,,199349
항공사,8,0.98,-83.43,,197010
에너지장비및서비스,9,25.97,6.17,,179134
무역회사와판매업체,6,10.08,97.89,,165531
다각화된통신서비스,1,8.56,10.22,,148189
방송과엔터테인먼트,8,18.1,-12.33,7.52,123196
건축자재,31,-2.23,3.36,,110382
부동산,30,64.13,0.11,13.76,109921
"호텔,레스토랑,레저",10,14.59,5.36,,94904
가정용기기와용품,5,11.49,11.76,,92877
가스유틸리티,11,8.56,7.33,,86920
운송인프라,3,4.93,10.46,,67999
디스플레이패널,2,27.84,3.44,,63560
카드,1,9.0,7.45,,58161
통신장비,3,54.7,8.28,,50479
상업서비스와공급품,9,7.06,9.04,,43953
소프트웨어,2,32.64,10.78,,37977
광고,3,9.13,10.32,,31172
포장재,16,27.43,2.12,,30400
음료,9,-5.87,3.71,,28845
도로와철도운송,5,-3.98,-7.55,,22164
건강관리장비와용품,5,18.47,-4.92,,21227
핸드셋,3,2094.64,4.47,,20378
가구,7,9.15,4.35,,17573
디스플레이장비및부품,3,12.22,7.49,,10869
인터넷과카탈로그소매,1,10.18,4.36,,10080
종이와목재,10,5.56,-4.64,,9172
복합유틸리티,1,2.52,14.84,8.35,8534
사무용전자제품,1,24.38,1.88,,4717
창업투자,1,26.18,5.99,,3664
교육서비스,4,-1.82,-3.13,7.37,3496
출판,2,1.8,96.89,,2983
건축제품,4,-3.83,-11.82,,2871
건강관리업체및서비스,1,7.05,11.08,,2060
전문소매,2,-70.0,-0.26,,2005
식품과기본식료품소매,2,3.26,11.89,,1968
레저용장비와제품,2,6.36,6.36,,1613
생물공학,2,-1.79,-81.98,,1574
가정용품,2,,,,1545
판매업체,2,-13.3,-9.09,,1369
컴퓨터와주변기기,2,,,,886
문구류,1,,,,306
