Code,종목명,섹터,종가,MA5,MA20,거래량배수,5일수익률(%),시총_억,평가
000270,기아,자동차,174700,161080.0,156285.0,2.34,15.09,682052,○ 양호(거래량 2.3배)
161390,한국타이어앤테크놀로지,자동차부품,61100,61780.0,61695.0,1.57,3.21,75688,△ 보통(거래량 1.6배)
282330,BGF리테일,백화점과일반상점,132700,133340.0,133090.0,1.57,0.53,22936,△ 보통(거래량 1.6배)
