Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
019180,티에이치엔,자동차부품,1.27,36.85,5720,1030,0.039,◎ 매우 저평가
013520,화승코퍼레이션,자동차부품,1.66,31.51,2500,1251,0.063,◎ 매우 저평가
031440,신세계푸드,"호텔,레스토랑,레저",1.99,23.71,39100,1514,0.099,◎ 매우 저평가
016880,웅진,출판,3.53,96.89,2095,1674,0.114,◎ 매우 저평가
136490,선진,식품,2.09,23.5,9890,2352,0.12,◎ 매우 저평가
002380,KCC,건축자재,2.18,23.51,420000,36090,0.12,◎ 매우 저평가
036580,팜스코,식품,3.24,23.16,2770,1017,0.173,○ 저평가
015760,한국전력,전기유틸리티,2.51,19.4,34050,218589,0.19,○ 저평가
001450,현대해상,손해보험,3.25,20.6,38300,32650,0.208,○ 저평가
096760,JW홀딩스,제약,4.18,23.57,3905,2887,0.255,○ 저평가
