Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,17509604,299500,30195334,24.21,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,16313757,2289000,6229499,22.11,44.15,,◎ 대장주(#2)
402340,SK스퀘어,복합기업,1632325,1237000,891447,10.5,37.82,,◎ 대장주(#3)
005935,삼성전자우,반도체와반도체장비,1531727,190900,5695041,15.43,,,○ 우량주(#4)
005380,현대차,자동차,1386210,677000,2192520,20.87,8.41,,○ 우량주(#5)
009150,삼성전기,전자장비와기기,1381086,1849000,2497729,174.65,7.7,,○ 우량주(#6)
329180,HD현대중공업,조선,738927,704000,493828,34.79,18.82,,○ 우량주(#7)
032830,삼성생명,생명보험,715000,357500,474676,31.05,4.96,,△ 중대형(#8)
034020,두산에너빌리티,기계,678354,105900,3224326,439.42,1.11,,△ 중대형(#9)
028260,삼성물산,복합기업,647859,399500,442727,26.79,6.02,,△ 중대형(#10)
