Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,17304985,296000,39314752,45.09,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,14040237,1970000,6040068,33.42,44.15,,◎ 대장주(#2)
005935,삼성전자우,반도체와반도체장비,1554193,193700,5225227,29.51,,,◎ 대장주(#3)
402340,SK스퀘어,복합기업,1545233,1171000,951485,17.62,37.82,,○ 우량주(#4)
005380,현대차,자동차,1457875,712000,2399620,20.15,8.41,,○ 우량주(#5)
009150,삼성전기,전자장비와기기,764863,1024000,672079,112.54,7.7,,○ 우량주(#6)
034020,두산에너빌리티,기계,750097,117100,4374858,887.12,1.11,,○ 우량주(#7)
028260,삼성물산,복합기업,716787,442000,826031,31.2,6.02,,△ 중대형(#8)
329180,HD현대중공업,조선,704290,671000,705246,42.73,18.82,,△ 중대형(#9)
000270,기아,자동차,695326,178100,2320304,9.32,12.92,,△ 중대형(#10)
