Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
298000,효성화학,화학,0.38,260.94,38900,1475,0.007,◎ 매우 저평가
016880,웅진,출판,1.65,96.89,2495,1994,0.015,◎ 매우 저평가
019180,티에이치엔,자동차부품,2.1,36.85,8030,1445,0.041,◎ 매우 저평가
013520,화승코퍼레이션,자동차부품,2.14,31.51,3335,1669,0.056,◎ 매우 저평가
002990,금호건설,건설,2.71,26.79,4655,1734,0.078,◎ 매우 저평가
136490,선진,식품,2.32,23.5,11600,2758,0.1,◎ 매우 저평가
031440,신세계푸드,"호텔,레스토랑,레저",2.84,23.71,56700,2196,0.106,◎ 매우 저평가
036580,팜스코,식품,2.93,23.16,3260,1197,0.132,◎ 매우 저평가
002380,KCC,건축자재,3.33,23.51,577000,51275,0.141,◎ 매우 저평가
000540,흥국화재,손해보험,1.8,18.85,4180,2685,0.145,◎ 매우 저평가
