섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,14,37.95,11.03,,33429012
복합기업,18,48.9,5.35,,3042321
자동차,10,20.47,9.16,11.82,2346028
조선,14,-66.54,22.5,,2147055
은행,11,12.39,7.87,,2064651
전기장비,14,82.91,16.91,,1801337
전기제품,12,6.17,-11.78,,1762773
제약,62,-18.24,3.48,,1578226
우주항공과국방,8,47.79,15.63,,1502192
증권,33,11.11,8.33,,1274079
전자장비와기기,21,61.57,2.82,,1238844
화학,72,34.47,5.74,8.52,1083806
기계,22,38.77,3.04,15.05,1042720
자동차부품,73,4.45,5.67,7.48,1011117
석유와가스,11,25.59,-0.77,,824457
생명보험,4,17.22,5.94,,740587
건설,39,10.98,4.24,,591570
IT서비스,14,44.53,9.05,,577403
철강,36,-42.13,-0.18,9.8,557703
양방향미디어와서비스,3,26.5,5.08,,539137
손해보험,11,8.05,12.67,,466475
화장품,19,24.96,15.5,,408929
비철금속,26,21.09,3.38,8.45,400595
식품,52,9.72,1.22,,389286
전자제품,4,24.77,4.36,,369265
전기유틸리티,4,56.23,11.65,,344726
무선통신서비스,3,33.88,4.67,,292529
게임엔터테인먼트,5,14.51,11.92,,266179
백화점과일반상점,12,77.84,1.63,,246664
해운사,8,16.48,7.94,,241640
항공화물운송과물류,10,-12.5,7.48,,230511
"섬유,의류,신발,호화품",47,17.09,5.03,11.47,218731
담배,1,21.06,11.77,,216739
항공사,8,1.7,-83.43,,212682
기타,25,,,,197496
에너지장비및서비스,9,27.35,6.17,,186056
무역회사와판매업체,6,9.88,97.89,,163904
다각화된통신서비스,1,8.97,10.22,,155245
방송과엔터테인먼트,8,17.74,-12.33,7.64,125574
건축자재,31,-6.11,3.53,,106901
부동산,30,65.35,1.33,14.36,106073
"호텔,레스토랑,레저",10,15.46,5.36,,97829
가정용기기와용품,5,11.9,11.76,,96086
가스유틸리티,11,8.59,7.33,,88134
디스플레이패널,2,33.86,3.44,,77210
운송인프라,3,5.65,10.46,,68315
카드,1,9.15,7.45,,59088
통신장비,3,54.42,8.28,,50222
상업서비스와공급품,9,7.09,9.04,,44733
소프트웨어,2,32.02,10.78,,37902
광고,3,8.98,10.32,,31747
포장재,16,27.18,2.12,,30280
음료,9,-5.7,3.71,,29449
도로와철도운송,5,-7.09,-7.55,,25812
건강관리장비와용품,5,18.7,-4.92,,22007
핸드셋,3,2118.79,4.47,,20426
가구,7,8.68,4.35,,16909
디스플레이장비및부품,3,12.58,7.49,,11138
인터넷과카탈로그소매,1,10.57,4.36,,10464
종이와목재,10,5.27,-4.64,,8932
복합유틸리티,1,2.62,14.84,8.02,8892
사무용전자제품,1,23.78,1.88,,4600
창업투자,1,25.24,5.99,,3532
교육서비스,4,-4.8,-10.34,,3423
출판,2,1.65,96.89,,2774
건축제품,4,1.57,-1.76,,2756
건강관리업체및서비스,1,7.0,11.08,,2046
전문소매,2,-69.81,-0.26,,2005
식품과기본식료품소매,2,3.22,11.89,,1946
레저용장비와제품,2,6.84,6.36,,1692
가정용품,2,,,,1549
생물공학,2,-1.63,-81.98,,1507
판매업체,2,-13.03,-9.09,,1348
컴퓨터와주변기기,2,,,,853
문구류,1,,,,294
