Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
013520,화승코퍼레이션,자동차부품,1.79,31.51,2655,1329,0.068,◎ 매우 저평가
002380,KCC,건축자재,1.14,23.51,473500,40687,0.085,◎ 매우 저평가
016880,웅진,출판,3.35,96.89,2125,1698,0.107,◎ 매우 저평가
136490,선진,식품,2.85,23.5,10250,2437,0.16,○ 저평가
096760,JW홀딩스,제약,3.62,23.57,4140,3060,0.192,○ 저평가
015760,한국전력,전기유틸리티,2.67,19.4,32550,208959,0.199,○ 저평가
402340,SK스퀘어,반도체와반도체장비,4.14,37.82,1028000,1356179,0.206,○ 저평가
003650,미창석유,화학,2.0,15.44,141800,2467,0.231,○ 저평가
023590,다우기술,증권,2.34,15.95,39450,17077,0.242,○ 저평가
033530,SJG세종,자동차부품,2.03,14.05,7040,1904,0.27,○ 저평가
