Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,15024936,257000,15106746,11.53,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,12075039,1653000,3455018,7.37,44.15,,◎ 대장주(#2)
005935,삼성전자우,반도체와반도체장비,1498829,186800,3246546,8.38,,,◎ 대장주(#3)
402340,SK스퀘어,반도체와반도체장비,1356179,1028000,439255,4.14,37.82,,○ 우량주(#4)
009150,삼성전기,전자장비와기기,1061397,1421000,800641,109.44,7.7,,○ 우량주(#5)
005380,현대차,자동차,818007,399500,438365,13.01,8.41,,○ 우량주(#6)
207940,삼성바이오로직스,제약,687884,1486000,111160,41.05,19.44,,○ 우량주(#7)
032830,삼성생명,생명보험,620000,310000,273414,21.59,4.96,,△ 중대형(#8)
105560,KB금융,은행,608644,171600,880809,10.85,9.98,,△ 중대형(#9)
028260,삼성물산,복합기업,608128,375000,234364,22.7,6.02,,△ 중대형(#10)
