섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,16,15.41,14.27,,30345007
은행,11,11.35,7.87,,2130950
조선,14,-0.45,22.5,,1629072
제약,62,4.73,3.12,,1509171
자동차,10,7.94,9.16,16.19,1464005
전자장비와기기,20,27.89,0.59,,1267709
전기제품,11,3.59,-9.42,,1201112
전기장비,14,50.67,16.91,,1164095
우주항공과국방,8,42.74,18.71,,1133896
복합기업,17,40.87,2.65,,1118820
석유와가스,12,8.28,-0.77,,953121
증권,33,7.87,8.4,,944748
자동차부품,73,4.64,5.67,,794282
화학,72,-46.0,5.75,9.06,733735
생명보험,4,14.77,5.94,,709283
기계,22,15.01,3.11,20.16,677202
손해보험,11,10.63,12.67,,517188
양방향미디어와서비스,3,20.84,5.08,,487328
IT서비스,14,31.63,7.52,,441042
건설,39,13.47,7.37,,408068
철강,36,5.1,0.72,15.31,360586
화장품,19,12.2,15.5,,356912
식품,52,2.2,1.25,,340841
전기유틸리티,4,57.8,11.65,,289941
전자제품,4,-22.51,4.36,,287276
비철금속,26,6.42,3.51,8.75,281310
무선통신서비스,3,35.26,4.67,,277647
해운사,8,9.04,8.06,,246986
게임엔터테인먼트,5,10.1,11.92,,222115
백화점과일반상점,12,21.54,1.63,,203504
항공사,8,5.62,-83.43,,189559
담배,1,17.98,11.77,,189558
"섬유,의류,신발,호화품",45,15.01,5.45,11.32,183578
항공화물운송과물류,10,-1.69,7.48,,182816
에너지장비및서비스,10,2.46,2.08,,171506
기타,25,,,,141564
무역회사와판매업체,7,14.29,84.01,,140788
다각화된통신서비스,1,8.83,10.22,,136344
방송과엔터테인먼트,8,51.12,-2.5,,107200
부동산,28,34.57,1.34,17.7,95139
가정용기기와용품,5,7.17,13.41,,89293
건축자재,31,1.53,3.39,,82463
가스유틸리티,11,5.84,7.33,,80255
"호텔,레스토랑,레저",10,8.89,5.36,,73003
운송인프라,3,5.56,10.46,,63296
카드,1,9.15,7.45,,56539
디스플레이패널,2,-60.12,3.44,,49510
상업서비스와공급품,9,13.5,9.04,,43749
광고,3,7.9,10.32,9.26,30607
통신장비,3,34.92,8.28,,27114
음료,9,2.45,3.71,,25409
포장재,16,-24.78,2.12,,23503
도로와철도운송,5,-8.87,-10.84,,22931
건강관리장비와용품,5,12.28,-4.92,,17207
가구,7,18.77,4.35,,15795
핸드셋,3,-10.92,4.47,,12423
복합유틸리티,1,2.39,14.84,9.27,7688
디스플레이장비및부품,3,13.01,7.49,,7097
종이와목재,10,67.45,-4.03,,6818
사무용전자제품,1,15.49,1.88,,3959
창업투자,1,14.05,5.99,,3028
출판,2,3.61,96.89,,2335
건축제품,4,-3.94,-11.82,,2229
교육서비스,4,-2.36,-12.33,14.83,2165
건강관리업체및서비스,1,4.4,11.08,,1878
식품과기본식료품소매,2,3.04,11.89,,1665
전문소매,1,-16.76,-0.26,,1516
레저용장비와제품,2,3.99,6.36,,1415
가정용품,2,,,,1188
소프트웨어,1,9.28,5.56,,1160
생물공학,2,,,,1066
판매업체,2,,,,903
컴퓨터와주변기기,2,,,,644
문구류,1,,,,332
