Code,종목명,섹터,종가,MA5,MA20,거래량배수,5일수익률(%),시총_억,평가
322000,HD현대에너지솔루션,에너지장비및서비스,164000,143080.0,126900.0,12.53,48.96,18368,◎ 강한신호(거래량 12.5배)
010060,OCI홀딩스,화학,250000,216340.0,206105.0,6.26,28.67,46676,◎ 강한신호(거래량 6.3배)
017670,SK텔레콤,무선통신서비스,100000,92680.0,88505.0,3.88,11.48,214790,◎ 강한신호(거래량 3.9배)
207940,삼성바이오로직스,제약,1518000,1401800.0,1393550.0,3.83,8.74,702697,◎ 강한신호(거래량 3.8배)
000100,유한양행,제약,74900,71060.0,69835.0,1.58,5.79,59656,△ 보통(거래량 1.6배)
036460,한국가스공사,가스유틸리티,34950,33140.0,32780.0,1.51,7.87,32263,△ 보통(거래량 1.5배)
