Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,14586465,249500,26175580,20.17,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,12536435,1759000,4935624,16.99,44.15,,◎ 대장주(#2)
402340,SK스퀘어,반도체와반도체장비,1463419,1109000,783742,9.42,37.82,,◎ 대장주(#3)
005935,삼성전자우,반도체와반도체장비,1420999,177100,3017436,14.31,,,○ 우량주(#4)
009150,삼성전기,전자장비와기기,990438,1326000,565681,125.25,7.7,,○ 우량주(#5)
005380,현대차,자동차,821079,401000,896066,12.36,8.41,,○ 우량주(#6)
207940,삼성바이오로직스,제약,702697,1518000,198056,49.32,19.44,,○ 우량주(#7)
032830,삼성생명,생명보험,636000,318000,234813,22.15,4.96,,△ 중대형(#8)
105560,KB금융,은행,608289,171500,1122770,10.84,9.98,,△ 중대형(#9)
028260,삼성물산,복합기업,554613,342000,334549,22.93,6.02,,△ 중대형(#10)
