섹터,종목수,평균PER,평균ROE,평균DIV,시총합_억
반도체와반도체장비,16,21.23,14.27,,43377500
전자장비와기기,20,38.31,0.59,,1878613
은행,11,10.4,7.87,,1868630
조선,14,1.25,22.5,,1700120
자동차,10,8.42,9.16,14.48,1655047
복합기업,17,47.59,2.65,,1428818
제약,62,1.42,4.53,,1367279
전기장비,14,54.54,17.0,,1254686
전기제품,11,9.13,-9.42,,1246453
우주항공과국방,8,42.48,18.71,,1150856
생명보험,4,17.96,5.94,,942358
석유와가스,12,8.91,-0.77,,921500
증권,33,8.04,8.33,8.9,915546
자동차부품,74,5.04,5.75,16.13,781114
화학,72,-54.68,6.32,9.9,762340
기계,22,18.34,3.37,20.27,735665
손해보험,11,9.32,12.67,,478381
IT서비스,14,32.66,7.52,,466018
양방향미디어와서비스,3,19.1,5.08,,456039
건설,39,12.44,6.87,,393661
철강,36,1.48,0.21,15.01,349935
전자제품,4,-22.34,4.36,,332467
화장품,19,10.57,15.5,,331644
식품,52,1.99,1.16,,317999
전기유틸리티,4,57.4,11.65,,299686
비철금속,26,6.58,3.38,,276168
무선통신서비스,3,32.3,4.67,,255412
백화점과일반상점,12,26.13,1.63,,249924
해운사,8,13.49,7.94,,210493
항공사,8,6.19,-83.43,,207360
게임엔터테인먼트,5,9.69,11.92,,205083
담배,1,16.48,11.77,,173779
"섬유,의류,신발,호화품",45,15.04,5.37,12.41,164253
항공화물운송과물류,10,-3.24,6.89,,160876
기타,25,,,,155738
에너지장비및서비스,10,-3.81,2.08,,154171
다각화된통신서비스,1,8.52,10.22,,131555
무역회사와판매업체,7,11.98,84.01,,116271
부동산,28,31.33,1.34,17.99,94943
방송과엔터테인먼트,8,42.18,-12.33,,91996
건축자재,31,1.97,3.84,,85923
가정용기기와용품,5,6.65,13.41,,83209
"호텔,레스토랑,레저",10,9.4,5.36,,76381
가스유틸리티,11,5.33,7.33,,70191
운송인프라,3,5.44,10.46,,65482
디스플레이패널,2,-69.75,3.44,,57360
카드,1,8.64,7.45,,53353
상업서비스와공급품,9,13.06,9.04,,40664
소프트웨어,2,22.98,10.78,,36100
통신장비,3,42.86,8.28,,32875
광고,3,7.92,10.32,,28967
음료,9,2.79,3.71,,24387
포장재,16,-11.5,2.8,,21929
도로와철도운송,5,-4.67,-7.55,,19315
건강관리장비와용품,5,12.26,-4.92,,16855
가구,7,17.5,4.35,,13850
핸드셋,3,-10.97,4.47,,13057
인터넷과카탈로그소매,1,9.82,4.36,,10476
복합유틸리티,1,2.33,14.84,9.5,7503
디스플레이장비및부품,3,12.81,7.49,,6969
종이와목재,10,79.28,-4.28,9.95,6223
사무용전자제품,1,14.86,1.88,,3799
창업투자,1,11.51,5.99,,2481
교육서비스,4,,,13.26,2152
건축제품,4,-3.7,-11.82,,2117
출판,2,3.01,96.89,,2035
건강관리업체및서비스,1,3.71,11.08,,1582
식품과기본식료품소매,2,2.84,11.89,,1524
전문소매,1,-15.4,-0.26,,1393
레저용장비와제품,2,3.92,6.36,,1369
가정용품,2,,,,1141
판매업체,2,,,,983
생물공학,2,,,,979
컴퓨터와주변기기,2,,,,610
문구류,1,,,,217
