Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
019180,티에이치엔,자동차부품,1.25,36.85,5650,1017,0.036,◎ 매우 저평가
013520,화승코퍼레이션,자동차부품,1.55,31.51,2340,1171,0.058,◎ 매우 저평가
016880,웅진,출판,3.01,96.89,1787,1428,0.085,◎ 매우 저평가
031440,신세계푸드,"호텔,레스토랑,레저",1.99,23.71,38950,1508,0.105,◎ 매우 저평가
136490,선진,식품,1.81,23.5,8600,2045,0.109,◎ 매우 저평가
002380,KCC,건축자재,2.57,23.51,494500,42492,0.135,◎ 매우 저평가
002990,금호건설,건설,3.36,26.79,6630,2470,0.171,○ 저평가
001450,현대해상,손해보험,2.92,20.6,34400,29325,0.193,○ 저평가
015760,한국전력,전기유틸리티,2.73,19.4,37100,238169,0.196,○ 저평가
096760,JW홀딩스,제약,3.83,23.57,3580,2647,0.242,○ 저평가
