Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,19848116,339500,39735951,27.44,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,19050534,2673000,7467492,25.82,44.15,,◎ 대장주(#2)
402340,SK스퀘어,반도체와반도체장비,2269684,1720000,1151772,14.61,37.82,,◎ 대장주(#3)
005935,삼성전자우,반도체와반도체장비,1769229,220500,4988087,17.82,,,○ 우량주(#4)
009150,삼성전기,전자장비와기기,1488645,1993000,1305633,188.25,7.7,,○ 우량주(#5)
005380,현대차,자동차,983861,480500,1567612,14.81,8.41,,○ 우량주(#6)
032830,삼성생명,생명보험,865000,432500,436390,30.13,4.96,,○ 우량주(#7)
028260,삼성물산,복합기업,801919,494500,775707,33.16,6.02,,△ 중대형(#8)
207940,삼성바이오로직스,제약,621687,1343000,53490,43.63,19.44,,△ 중대형(#9)
329180,HD현대중공업,조선,591981,564000,316742,27.87,18.82,,△ 중대형(#10)
