Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,13504904,231000,20546010,18.67,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,10387601,1422000,5002539,13.74,44.15,,◎ 대장주(#2)
005935,삼성전자우,반도체와반도체장비,1364833,170100,2784219,13.75,,,◎ 대장주(#3)
402340,SK스퀘어,반도체와반도체장비,1239089,939000,646939,7.97,37.82,,○ 우량주(#4)
009150,삼성전기,전자장비와기기,954585,1278000,894867,120.71,7.7,,○ 우량주(#5)
005380,현대차,자동차,809817,395500,415672,12.19,8.41,,○ 우량주(#6)
207940,삼성바이오로직스,제약,720287,1556000,51786,50.55,19.44,,○ 우량주(#7)
105560,KB금융,은행,623541,175800,802418,11.11,9.98,,△ 중대형(#8)
012450,한화에어로스페이스,우주항공과국방,565651,1097000,162033,34.45,19.14,,△ 중대형(#9)
032830,삼성생명,생명보험,551000,275500,394855,19.19,4.96,,△ 중대형(#10)
