Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,17480373,299000,31420307,24.17,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,14973877,2101000,6625775,20.3,44.15,,◎ 대장주(#2)
402340,SK스퀘어,복합기업,1620449,1228000,1367315,10.43,37.82,,◎ 대장주(#3)
005935,삼성전자우,반도체와반도체장비,1552588,193500,4008103,15.64,,,○ 우량주(#4)
009150,삼성전기,전자장비와기기,1348221,1805000,1142539,170.49,7.7,,○ 우량주(#5)
005380,현대차,자동차,1222404,597000,1412678,18.4,8.41,,○ 우량주(#6)
032830,삼성생명,생명보험,730000,365000,762495,25.42,4.96,,○ 우량주(#7)
329180,HD현대중공업,조선,678050,646000,539382,31.92,18.82,,△ 중대형(#8)
028260,삼성물산,복합기업,664887,410000,615013,27.49,6.02,,△ 중대형(#9)
000270,기아,자동차,609044,156000,1634502,8.78,12.92,,△ 중대형(#10)
