Code,종목명,섹터,PER,ROE,종가,시총_억,점수,평가
019180,티에이치엔,자동차부품,1.53,36.85,6880,1238,0.04,◎ 매우 저평가
013520,화승코퍼레이션,자동차부품,1.61,31.51,2425,1214,0.059,◎ 매우 저평가
002990,금호건설,건설,1.88,26.79,3700,1379,0.079,◎ 매우 저평가
016880,웅진,출판,3.23,96.89,1915,1531,0.085,◎ 매우 저평가
031440,신세계푸드,"호텔,레스토랑,레저",2.25,23.71,44200,1712,0.112,◎ 매우 저평가
136490,선진,식품,1.95,23.5,9250,2200,0.112,◎ 매우 저평가
002380,KCC,건축자재,2.55,23.51,490500,42148,0.129,◎ 매우 저평가
015760,한국전력,전기유틸리티,2.65,19.4,35900,230465,0.191,○ 저평가
001450,현대해상,손해보험,3.31,20.6,37800,32224,0.209,○ 저평가
096760,JW홀딩스,제약,4.04,23.57,3775,2791,0.23,○ 저평가
